to_country,from_country,requirement
Botswana,Vatican City,visa required
Botswana,Venezuela,visa required
Botswana,Viet Nam,eVisa/90 daysApply now
Botswana,Yemen,visa required
Botswana,Zambia,visa-free/90 days
Botswana,Zimbabwe,visa-free/90 days
Brazil,Afghanistan,visa required
Brazil,Albania,visa-free/90 days
Brazil,Algeria,visa required
Brazil,Andorra,visa-free/90 days
Brazil,Angola,visa-free/30 days
Brazil,Antigua and Barbuda,visa-free/180 days
Brazil,Argentina,visa-free/90 days
Brazil,Armenia,visa-free/180 days
Brazil,Australia,eVisaApply now
Brazil,Austria,visa-free/90 days
Brazil,Azerbaijan,eVisa/30 daysApply now
Brazil,Bahamas,visa-free/90 days
Brazil,Bahrain,visa on arrival / eVisa/30 daysApply now
Brazil,Bangladesh,visa required
Brazil,Barbados,visa-free/180 days
Brazil,Belarus,visa-free/90 days
Brazil,Belgium,visa-free/90 days
Brazil,Belize,visa-free/90 days
Brazil,Benin,eVisaApply now
Brazil,Bhutan,eVisaApply now
Brazil,Bolivia,visa-free/90 days
Brazil,Bosnia and Herzegovina,visa-free/90 days
Brazil,Botswana,visa-free/90 days
Brazil,Brunei,visa required
Brazil,Bulgaria,visa-free/90 days
Brazil,Burkina Faso,visa on arrival/90 days
Brazil,Burundi,visa on arrival/30 days
Brazil,Cambodia,visa on arrival / eVisa/30 daysApply now
Brazil,Cameroon,eVisaApply now
Brazil,Canada,visa required
Brazil,Cape Verde,visa-free (EASE)/30 daysApply now
Brazil,Central African Republic,visa required
Brazil,Chad,visa required
Brazil,Chile,visa-free/90 days
Brazil,China,visa required
Brazil,Colombia,visa-free/90 days
Brazil,Comoros,visa on arrival/45 days
Brazil,Congo,visa required
Brazil,Congo (Dem. Rep.),eVisa/90 daysApply now
Brazil,Costa Rica,visa-free/180 days
Brazil,Cote d'Ivoire (Ivory Coast),pre-enrollment/90 daysApply now
Brazil,Croatia,visa-free/90 days
Brazil,Cuba,tourist card/30 days
Brazil,Cyprus,visa-free/90 days
Brazil,Czech Republic,visa-free/90 days
Brazil,Denmark,visa-free/90 days
Brazil,Djibouti,eVisaApply now
Brazil,Dominica,visa-free/90 days
Brazil,Dominican Republic,visa-free
Brazil,Ecuador,visa-free/90 days
Brazil,Egypt,visa on arrival / eVisa/30 daysApply now
Brazil,El Salvador,visa-free/90 days
Brazil,Equatorial Guinea,eVisaApply now
Brazil,Eritrea,visa required
Brazil,Estonia,visa-free/90 days
Brazil,Eswatini,visa-free/30 days
Brazil,Ethiopia,visa on arrival / eVisa/90 daysApply now
Brazil,Fiji,visa-free/120 days
Brazil,Finland,visa-free/90 days
Brazil,France,visa-free/90 days
Brazil,Gabon,visa-free/30 days
Brazil,Gambia,visa required
Brazil,Georgia,visa-free/360 days
Brazil,Germany,visa-free/90 days
Brazil,Ghana,visa on arrival
Brazil,Greece,visa-free/90 days
Brazil,Grenada,visa-free/90 days
Brazil,Guatemala,visa-free/90 days
Brazil,Guinea,eVisa/90 daysApply now
Brazil,Guinea-Bissau,visa on arrival/90 days
Brazil,Guyana,visa-free/90 days
Brazil,Haiti,visa-free/90 days
Brazil,Honduras,visa-free/90 days
Brazil,Hong Kong,visa-free/90 days
Brazil,Hungary,visa-free/90 days
Brazil,Iceland,visa-free/90 days
Brazil,India,eVisa/30 daysApply now
Brazil,Indonesia,visa on arrival / eVisa/30 daysApply now
Brazil,Iran,eVisa/30 daysApply now
Brazil,Iraq,visa required
Brazil,Ireland,visa-free/90 days
Brazil,Israel,visa-free/90 days
Brazil,Italy,visa-free/90 days
Brazil,Jamaica,visa-free/90 days
Brazil,Japan,visa-free/90 days
Brazil,Jordan,visa on arrival / eVisaApply now
Brazil,Kazakhstan,visa-free/30 days
Brazil,Kenya,eVisa/90 daysApply now
Brazil,Kiribati,visa-free/90 days
Brazil,Kosovo,visa-free/90 days
Brazil,Kuwait,visa required
Brazil,Kyrgyzstan,visa-free/60 days
Brazil,Laos,visa on arrival / eVisa/30 daysApply now
Brazil,Latvia,visa-free/90 days
Brazil,Lebanon,visa on arrival/30 days
Brazil,Lesotho,eVisa/14 days
Brazil,Liberia,visa required
Brazil,Libya,visa required
Brazil,Liechtenstein,visa-free/90 days
Brazil,Lithuania,visa-free/90 days
Brazil,Luxembourg,visa-free/90 days
Brazil,Macao,visa-free/90 days
Brazil,Madagascar,visa on arrival/90 days
Brazil,Malawi,visa on arrival / eVisa/30 daysApply now
Brazil,Malaysia,visa-free/90 days
Brazil,Maldives,visa on arrival/30 days
Brazil,Mali,visa required
Brazil,Malta,visa-free/90 days
Brazil,Marshall Islands,visa on arrival/90 days
Brazil,Mauritania,visa on arrival
Brazil,Mauritius,visa-free/90 days
Brazil,Mexico,visa required
Brazil,Micronesia,visa-free/30 days
Brazil,Moldova,visa-free/90 days
Brazil,Monaco,visa-free/90 days
Brazil,Mongolia,visa-free/90 days
Brazil,Montenegro,visa-free/90 days
Brazil,Morocco,visa-free/90 days
Brazil,Mozambique,visa on arrival / eVisa/30 daysApply now
Brazil,Myanmar,eVisaApply now
Brazil,Namibia,visa-free/90 days
Brazil,Nauru,visa required
Brazil,Nepal,visa on arrival / eVisa/150 daysApply now
Brazil,Netherlands,visa-free/90 days
Brazil,New Zealand,eTA/90 daysApply now
Brazil,Nicaragua,visa-free/90 days
Brazil,Niger,visa required
Brazil,Nigeria,eVisaApply now
Brazil,North Korea,visa required
Brazil,North Macedonia,visa-free/90 days
Brazil,Norway,visa-free/90 days
Brazil,Oman,visa on arrival / eVisa/30 daysApply now
Brazil,Pakistan,eVisaApply now
Brazil,Palau,visa on arrival/30 days
Brazil,Palestinian Territories,visa-free
Brazil,Panama,visa-free/90 days
Brazil,Papua New Guinea,eVisa/60 daysApply now
Brazil,Paraguay,visa-free/90 days
Brazil,Peru,visa-free/180 days
Brazil,Philippines,visa-free/60 days
Brazil,Poland,visa-free/90 days
Brazil,Portugal,visa-free/90 days
Brazil,Qatar,free visa on arrival/30 days
Brazil,Romania,visa-free/90 days
Brazil,Russian Federation,visa-free/90 days
Brazil,Rwanda,visa on arrival / eVisa/30 daysApply now
Brazil,Saint Kitts and Nevis,visa-free/90 days
Brazil,Saint Lucia,visa-free/42 days
Brazil,Samoa,visa on arrival/90 days
Brazil,San Marino,visa-free/90 days
Brazil,Sao Tome and Principe,visa-free
Brazil,Saudi Arabia,visa required
Brazil,Senegal,visa-free/90 days
Brazil,Serbia,visa-free/90 days
Brazil,Seychelles,tourist registration/90 daysApply now
Brazil,Sierra Leone,visa on arrival / eVisa/30 daysApply now
Brazil,Singapore,visa-free/30 days
Brazil,Slovakia,visa-free/90 days
Brazil,Slovenia,visa-free/90 days
Brazil,Solomon Islands,visa on arrival/90 days
Brazil,Somalia,visa on arrival/30 days
Brazil,South Africa,visa-free/90 days
Brazil,South Korea,eTA/90 daysApply now
Brazil,South Sudan,eVisaApply now
Brazil,Spain,visa-free/90 days
Brazil,Sri Lanka,eTA/30 daysApply now
Brazil,St. Vincent and the Grenadines,visa-free/90 days
Brazil,Sudan,visa required
Brazil,Suriname,visa-free/180 days
Brazil,Sweden,visa-free/90 days
Brazil,Switzerland,visa-free/90 days
Brazil,Syria,visa required
Brazil,Taiwan,visa required
Brazil,Tajikistan,visa on arrival / eVisa/45 daysApply now
Brazil,Tanzania,visa on arrival / eVisaApply now
Brazil,Thailand,visa-free/90 days
Brazil,Timor-Leste,visa on arrival/30 days
Brazil,Togo,visa on arrival / eVisa/15 daysApply now
Brazil,Tonga,visa on arrival/31 days
Brazil,Trinidad and Tobago,visa-free/90 days
Brazil,Tunisia,visa-free/90 days
Brazil,Turkmenistan,visa required
Brazil,Tuvalu,visa on arrival/30 days
Brazil,Türkiye,visa-free/90 days
Brazil,Uganda,eVisaApply now
Brazil,Ukraine,visa-free/90 days
Brazil,United Arab Emirates,visa-free/90 days
Brazil,United Kingdom,visa-free/180 days
Brazil,United States of America,visa required
Brazil,Uruguay,visa-free/90 days
Brazil,Uzbekistan,visa-free/30 days
Brazil,Vanuatu,visa-free/30 days
Brazil,Vatican City,visa-free/90 days
Brazil,Venezuela,visa-free/90 days
Brazil,Viet Nam,eVisa/90 daysApply now
Brazil,Yemen,visa required
Brazil,Zambia,visa on arrival / eVisa/90 daysApply now
Brazil,Zimbabwe,visa on arrival/90 days
Brunei,Afghanistan,visa required
Brunei,Albania,visa-free/90 days
Brunei,Algeria,visa required
Brunei,Andorra,visa-free/90 days
Brunei,Angola,visa required
Brunei,Antigua and Barbuda,visa-free/180 days
Brunei,Argentina,visa required
Brunei,Armenia,eVisa/120 daysApply now
Brunei,Australia,eTA/90 daysApply now
Brunei,Austria,visa-free/90 days
Brunei,Azerbaijan,eVisa/30 daysApply now
Brunei,Bahamas,visa-free/90 days
Brunei,Bahrain,visa on arrival / eVisa/30 daysApply now
Brunei,Bangladesh,visa required
Brunei,Barbados,visa-free/180 days
Brunei,Belarus,visa required
Brunei,Belgium,visa-free
Brunei,Belize,visa-free
Brunei,Benin,eVisaApply now
Brunei,Bhutan,eVisaApply now
Brunei,Bolivia,visa on arrival / eVisa/90 daysApply now
Brunei,Bosnia and Herzegovina,visa-free/90 days
Brunei,Botswana,visa-free/90 days
Brunei,Brazil,visa required
Brunei,Bulgaria,visa-free/90 days
Brunei,Burkina Faso,eVisaApply now
Brunei,Burundi,visa on arrival/30 days
Brunei,Cambodia,visa-free/14 days
Brunei,Cameroon,eVisaApply now
Brunei,Canada,eTA/180 daysApply now
Brunei,Cape Verde,visa on arrival (EASE)Apply now
Brunei,Central African Republic,visa required
Brunei,Chad,visa required
Brunei,Chile,visa required
Brunei,China,visa-free/15 days
Brunei,Colombia,visa-free/90 days
Brunei,Comoros,visa on arrival/45 days
Brunei,Congo,visa required
Brunei,Congo (Dem. Rep.),eVisa/90 daysApply now
Brunei,Costa Rica,visa-free/30 days
Brunei,Cote d'Ivoire (Ivory Coast),pre-enrollment/90 daysApply now
Brunei,Croatia,visa-free/90 days
Brunei,Cuba,tourist card/30 days
Brunei,Cyprus,visa-free/90 days
Brunei,Czech Republic,visa-free/90 days
Brunei,Denmark,visa-free/90 days
Brunei,Djibouti,eVisaApply now
Brunei,Dominica,visa-free/180 days
Brunei,Dominican Republic,visa-free
Brunei,Ecuador,visa-free/90 days
Brunei,Egypt,visa on arrival/30 days
Brunei,El Salvador,visa-free/90 days
Brunei,Equatorial Guinea,eVisaApply now
Brunei,Eritrea,visa required
Brunei,Estonia,visa-free/90 days
Brunei,Eswatini,visa-free/30 days
Brunei,Ethiopia,eVisa/90 daysApply now
Brunei,Fiji,visa-free/120 days
Brunei,Finland,visa-free/90 days
Brunei,France,visa-free/90 days
Brunei,Gabon,eVisa/90 daysApply now
Brunei,Gambia,visa-free/90 days
Brunei,Georgia,visa-free/360 days
Brunei,Germany,visa-free/90 days
Brunei,Ghana,visa on arrival
Brunei,Greece,visa-free/90 days
Brunei,Grenada,visa-free/90 days
Brunei,Guatemala,visa-free/90 days
Brunei,Guinea,eVisa/90 daysApply now
Brunei,Guinea-Bissau,visa on arrival/90 days
Brunei,Guyana,visa required
Brunei,Haiti,visa-free/90 days
Brunei,Honduras,visa-free/90 days
Brunei,Hong Kong,visa-free/90 days
Brunei,Hungary,visa-free/90 days
Brunei,Iceland,visa-free/90 days
Brunei,India,eVisa/30 daysApply now
Brunei,Indonesia,visa-free/30 days
Brunei,Iran,eVisa/30 daysApply now
Brunei,Iraq,visa required
Brunei,Ireland,visa-free/90 days
Brunei,Israel,visa required
Brunei,Italy,visa-free/90 days
Brunei,Jamaica,visa-free
Brunei,Japan,visa-free/14 days
Brunei,Jordan,visa on arrival / eVisaApply now
Brunei,Kazakhstan,eVisaApply now
Brunei,Kenya,visa-free/90 days
Brunei,Kiribati,visa-free/90 days
Brunei,Kosovo,visa-free/90 days
Brunei,Kuwait,visa on arrival / eVisa/90 daysApply now
Brunei,Kyrgyzstan,visa-free/60 days
Brunei,Laos,visa-free/14 days
Brunei,Latvia,visa-free/90 days
Brunei,Lebanon,visa required
Brunei,Lesotho,visa-free/90 days
Brunei,Liberia,visa required
Brunei,Libya,visa required
Brunei,Liechtenstein,visa-free/90 days
Brunei,Lithuania,visa-free/90 days
Brunei,Luxembourg,visa-free/90 days
Brunei,Macao,visa-free/14 days
Brunei,Madagascar,visa on arrival/90 days
Brunei,Malawi,visa on arrival / eVisa/90 daysApply now
Brunei,Malaysia,visa-free/30 days
Brunei,Maldives,visa on arrival/30 days
Brunei,Mali,visa required
Brunei,Malta,visa-free/90 days
Brunei,Marshall Islands,visa on arrival/90 days
Brunei,Mauritania,visa on arrival
Brunei,Mauritius,visa-free/90 days
Brunei,Mexico,visa required
Brunei,Micronesia,visa-free/30 days
Brunei,Moldova,visa-free/90 days
Brunei,Monaco,visa-free/90 days
Brunei,Mongolia,eVisaApply now
Brunei,Montenegro,visa-free/90 days
Brunei,Morocco,visa required
Brunei,Mozambique,visa on arrival / eVisa/30 daysApply now
Brunei,Myanmar,visa-free/14 days
Brunei,Namibia,visa required
Brunei,Nauru,visa required
Brunei,Nepal,visa on arrival / eVisa/150 daysApply now
Brunei,Netherlands,visa-free/90 days
Brunei,New Zealand,eTA/90 daysApply now
Brunei,Nicaragua,visa-free/90 days
Brunei,Niger,visa required
Brunei,Nigeria,eVisaApply now
Brunei,North Korea,visa required
Brunei,North Macedonia,visa-free/90 days
Brunei,Norway,visa-free/90 days
Brunei,Oman,visa-free/30 days
Brunei,Pakistan,eTA/30 daysApply now
Brunei,Palau,visa on arrival/30 days
Brunei,Palestinian Territories,visa-free
Brunei,Panama,visa-free/90 days
Brunei,Papua New Guinea,eVisa/60 daysApply now
Brunei,Paraguay,visa required
Brunei,Peru,visa-free/180 days
Brunei,Philippines,visa-free/30 days
Brunei,Poland,visa-free/90 days
Brunei,Portugal,visa-free/90 days
Brunei,Qatar,free visa on arrival/30 days
Brunei,Romania,visa-free/90 days
Brunei,Russian Federation,visa-free/14 days
Brunei,Rwanda,visa on arrival / eVisa/30 daysApply now
Brunei,Saint Kitts and Nevis,visa-free/90 days
Brunei,Saint Lucia,visa-free/42 days
Brunei,Samoa,visa on arrival/90 days
Brunei,San Marino,visa-free/90 days
Brunei,Sao Tome and Principe,eVisaApply now
Brunei,Saudi Arabia,visa on arrival / eVisa/90 daysApply now
Brunei,Senegal,visa on arrival/30 days
Brunei,Serbia,visa required
Brunei,Seychelles,tourist registration/90 daysApply now
Brunei,Sierra Leone,visa on arrival / eVisa/30 daysApply now
Brunei,Singapore,visa-free/30 days
Brunei,Slovakia,visa-free/90 days
Brunei,Slovenia,visa-free/90 days
Brunei,Solomon Islands,visa on arrival/90 days
Brunei,Somalia,visa on arrival/30 days
Brunei,South Africa,visa required
Brunei,South Korea,eTA/30 daysApply now
Brunei,South Sudan,eVisaApply now
Brunei,Spain,visa-free/90 days
Brunei,Sri Lanka,eTA/30 daysApply now
Brunei,St. Vincent and the Grenadines,visa-free/90 days
Brunei,Sudan,visa required
Brunei,Suriname,tourist card/90 daysApply now
Brunei,Sweden,visa-free/90 days
Brunei,Switzerland,visa-free/90 days
Brunei,Syria,visa required
Brunei,Taiwan,visa-free/14 days
Brunei,Tajikistan,visa-free/30 days
Brunei,Tanzania,visa-free/90 days
Brunei,Thailand,visa-free/30 days
Brunei,Timor-Leste,visa on arrival/30 days
Brunei,Togo,visa on arrival / eVisa/15 daysApply now
Brunei,Tonga,visa on arrival/31 days
Brunei,Trinidad and Tobago,visa-free
Brunei,Tunisia,visa-free/90 days
Brunei,Turkmenistan,visa required
Brunei,Tuvalu,visa on arrival/30 days
Brunei,Türkiye,visa-free/90 days
Brunei,Uganda,eVisaApply now
Brunei,Ukraine,visa-free/30 days
Brunei,United Arab Emirates,visa-free/30 days
Brunei,United Kingdom,visa-free/180 days
Brunei,United States of America,eTA/90 daysApply now
Brunei,Uruguay,visa required
Brunei,Uzbekistan,visa-free/30 days
Brunei,Vanuatu,visa-free/30 days
Brunei,Vatican City,visa-free/90 days
Brunei,Venezuela,visa required
Brunei,Viet Nam,visa-free/14 days
Brunei,Yemen,visa required
Brunei,Zambia,visa on arrival / eVisa/90 daysApply now
Brunei,Zimbabwe,visa on arrival/90 days
Bulgaria,Afghanistan,visa required
Bulgaria,Albania,visa-free/90 days
Bulgaria,Algeria,visa required
Bulgaria,Andorra,visa-free
Bulgaria,Angola,visa-free/30 days
Bulgaria,Antigua and Barbuda,visa-free/180 days
Bulgaria,Argentina,visa-free/90 days
Bulgaria,Armenia,visa-free/180 days
Bulgaria,Australia,eVisitors/90 daysApply now
Bulgaria,Austria,visa-free
Bulgaria,Azerbaijan,eVisa/30 daysApply now
Bulgaria,Bahamas,visa-free/90 days
Bulgaria,Bahrain,visa on arrival / eVisa/30 daysApply now
Bulgaria,Bangladesh,visa on arrival/30 days
Bulgaria,Barbados,visa-free/90 days
Bulgaria,Belarus,visa-free/30 days
Bulgaria,Belgium,visa-free
Bulgaria,Belize,visa-free
Bulgaria,Benin,eVisaApply now
Bulgaria,Bhutan,eVisaApply now
Bulgaria,Bolivia,visa on arrival / eVisa/90 daysApply now
Bulgaria,Bosnia and Herzegovina,visa-free/90 days
Bulgaria,Botswana,visa-free/90 days
Bulgaria,Brazil,visa-free/90 days
Bulgaria,Brunei,visa-free/90 days
Bulgaria,Burkina Faso,eVisaApply now
Bulgaria,Burundi,visa on arrival/30 days
Bulgaria,Cambodia,visa on arrival / eVisa/30 daysApply now
Bulgaria,Cameroon,eVisaApply now
Bulgaria,Canada,eTA/180 daysApply now
Bulgaria,Cape Verde,visa-free (EASE)/30 daysApply now
Bulgaria,Central African Republic,visa required
Bulgaria,Chad,visa required
Bulgaria,Chile,visa-free/90 days
Bulgaria,China,visa required
Bulgaria,Colombia,visa-free/90 days
Bulgaria,Comoros,visa on arrival/45 days
Bulgaria,Congo,visa required
Bulgaria,Congo (Dem. Rep.),eVisa/90 daysApply now
Bulgaria,Costa Rica,visa-free/180 days
Bulgaria,Cote d'Ivoire (Ivory Coast),pre-enrollment/90 daysApply now
Bulgaria,Croatia,visa-free
Bulgaria,Cuba,tourist card/30 days
Bulgaria,Cyprus,visa-free
Bulgaria,Czech Republic,visa-free
Bulgaria,Denmark,visa-free
Bulgaria,Djibouti,eVisaApply now
Bulgaria,Dominica,visa-free/180 days
Bulgaria,Dominican Republic,visa-free
Bulgaria,Ecuador,visa-free/90 days
Bulgaria,Egypt,visa on arrival / eVisa/30 daysApply now
Bulgaria,El Salvador,visa-free/90 days
Bulgaria,Equatorial Guinea,eVisaApply now
Bulgaria,Eritrea,visa required
Bulgaria,Estonia,visa-free
Bulgaria,Eswatini,visa required
Bulgaria,Ethiopia,visa on arrival / eVisa/90 daysApply now
Bulgaria,Fiji,visa-free/120 days
Bulgaria,Finland,visa-free
Bulgaria,France,visa-free
Bulgaria,Gabon,visa-free/30 days
Bulgaria,Gambia,visa-free/90 days
Bulgaria,Georgia,visa-free/360 days
Bulgaria,Germany,visa-free
Bulgaria,Ghana,visa on arrival
Bulgaria,Greece,visa-free
Bulgaria,Grenada,visa-free/90 days
Bulgaria,Guatemala,visa-free/90 days
Bulgaria,Guinea,eVisa/90 daysApply now
Bulgaria,Guinea-Bissau,visa on arrival/90 days
Bulgaria,Guyana,visa required
Bulgaria,Haiti,visa-free/90 days
Bulgaria,Honduras,visa-free/90 days
Bulgaria,Hong Kong,visa-free/90 days
Bulgaria,Hungary,visa-free
Bulgaria,Iceland,visa-free
Bulgaria,India,eVisa/30 daysApply now
Bulgaria,Indonesia,visa on arrival / eVisa/30 daysApply now
Bulgaria,Iran,eVisa/30 daysApply now
Bulgaria,Iraq,visa on arrival/60 days
Bulgaria,Ireland,visa-free
Bulgaria,Israel,visa-free/90 days
Bulgaria,Italy,visa-free
Bulgaria,Jamaica,visa on arrival/30 days
Bulgaria,Japan,visa-free/90 days
Bulgaria,Jordan,visa on arrival / eVisaApply now
Bulgaria,Kazakhstan,visa-free/30 days
Bulgaria,Kenya,eVisa/90 daysApply now
Bulgaria,Kiribati,visa-free/90 days
Bulgaria,Kosovo,visa-free/90 days
Bulgaria,Kuwait,visa on arrival / eVisa/90 daysApply now
Bulgaria,Kyrgyzstan,visa-free/60 days
Bulgaria,Laos,visa on arrival / eVisa/30 daysApply now
Bulgaria,Latvia,visa-free
Bulgaria,Lebanon,visa on arrival/30 days
Bulgaria,Lesotho,eVisa/14 days
Bulgaria,Liberia,visa required
Bulgaria,Libya,visa required
Bulgaria,Liechtenstein,visa-free
Bulgaria,Lithuania,visa-free
Bulgaria,Luxembourg,visa-free
Bulgaria,Macao,visa-free/90 days
Bulgaria,Madagascar,visa on arrival/90 days
Bulgaria,Malawi,visa on arrival / eVisa/30 daysApply now
Bulgaria,Malaysia,visa-free/90 days
Bulgaria,Maldives,visa on arrival/30 days
Bulgaria,Mali,visa required
Bulgaria,Malta,visa-free
Bulgaria,Marshall Islands,visa-free/90 days
Bulgaria,Mauritania,visa on arrival
Bulgaria,Mauritius,visa-free/90 days
Bulgaria,Mexico,visa-free/180 days
Bulgaria,Micronesia,visa-free/90 days
Bulgaria,Moldova,visa-free/90 days
Bulgaria,Monaco,visa-free
Bulgaria,Mongolia,visa-free/30 days
Bulgaria,Montenegro,visa-free/90 days
Bulgaria,Morocco,visa-free/90 days
Bulgaria,Mozambique,visa on arrival / eVisa/30 daysApply now
Bulgaria,Myanmar,eVisaApply now
Bulgaria,Namibia,visa on arrival/90 days
Bulgaria,Nauru,visa required
Bulgaria,Nepal,visa on arrival / eVisa/150 daysApply now
Bulgaria,Netherlands,visa-free
Bulgaria,New Zealand,eTA/90 daysApply now
Bulgaria,Nicaragua,visa-free/90 days
Bulgaria,Niger,visa required
Bulgaria,Nigeria,eVisaApply now
Bulgaria,North Korea,visa required
Bulgaria,North Macedonia,visa-free/90 days
Bulgaria,Norway,visa-free
Bulgaria,Oman,visa on arrival / eVisa/30 daysApply now
Bulgaria,Pakistan,eVisaApply now
Bulgaria,Palau,visa-free/90 days
Bulgaria,Palestinian Territories,visa-free
Bulgaria,Panama,visa-free/90 days
Bulgaria,Papua New Guinea,eVisa/60 daysApply now
Bulgaria,Paraguay,visa-free/90 days
Bulgaria,Peru,visa-free/90 days
Bulgaria,Philippines,visa-free/30 days
Bulgaria,Poland,visa-free
Bulgaria,Portugal,visa-free
Bulgaria,Qatar,free visa on arrival/90 days
Bulgaria,Romania,visa-free
Bulgaria,Russian Federation,eVisa/15 daysApply now
Bulgaria,Rwanda,visa on arrival / eVisa/30 daysApply now
Bulgaria,Saint Kitts and Nevis,visa-free/90 days
Bulgaria,Saint Lucia,visa-free/90 days
Bulgaria,Samoa,visa-free/90 days
Bulgaria,San Marino,visa-free
Bulgaria,Sao Tome and Principe,visa-free/15 days
Bulgaria,Saudi Arabia,visa on arrival / eVisa/90 daysApply now
Bulgaria,Senegal,visa-free/90 days
Bulgaria,Serbia,visa-free/90 days
Bulgaria,Seychelles,tourist registration/90 daysApply now
Bulgaria,Sierra Leone,visa on arrival / eVisa/30 daysApply now
Bulgaria,Singapore,visa-free/90 days
Bulgaria,Slovakia,visa-free
Bulgaria,Slovenia,visa-free
Bulgaria,Solomon Islands,visa-free/90 days
Bulgaria,Somalia,visa on arrival/30 days
Bulgaria,South Africa,eVisaApply now
Bulgaria,South Korea,eTA/90 daysApply now
Bulgaria,South Sudan,eVisaApply now
Bulgaria,Spain,visa-free
Bulgaria,Sri Lanka,eTA/30 daysApply now
Bulgaria,St. Vincent and the Grenadines,visa-free/90 days
Bulgaria,Sudan,visa required
Bulgaria,Suriname,tourist card/90 daysApply now
Bulgaria,Sweden,visa-free
Bulgaria,Switzerland,visa-free
Bulgaria,Syria,visa required
Bulgaria,Taiwan,visa-free/90 days
Bulgaria,Tajikistan,visa on arrival / eVisa/45 daysApply now
Bulgaria,Tanzania,visa on arrival / eVisaApply now
Bulgaria,Thailand,visa on arrival / eVisa/30 daysApply now
Bulgaria,Timor-Leste,visa-free/90 days
Bulgaria,Togo,visa on arrival / eVisa/15 daysApply now
Bulgaria,Tonga,visa-free/90 days
Bulgaria,Trinidad and Tobago,visa-free/90 days
Bulgaria,Tunisia,visa-free/60 days
Bulgaria,Turkmenistan,visa required
Bulgaria,Tuvalu,visa-free/90 days
Bulgaria,Türkiye,visa-free/90 days
Bulgaria,Uganda,eVisaApply now
Bulgaria,Ukraine,visa-free/90 days
Bulgaria,United Arab Emirates,visa-free/90 days
Bulgaria,United Kingdom,visa-free/180 days
Bulgaria,United States of America,visa required
Bulgaria,Uruguay,visa-free/90 days
Bulgaria,Uzbekistan,visa-free/30 days
Bulgaria,Vanuatu,visa-free/90 days
Bulgaria,Vatican City,visa-free
Bulgaria,Venezuela,visa-free/90 days
Bulgaria,Viet Nam,eVisa/90 daysApply now
Bulgaria,Yemen,visa required
Bulgaria,Zambia,visa-free/90 days
Bulgaria,Zimbabwe,visa on arrival/90 days
Cambodia,Afghanistan,visa required
Cambodia,Albania,eVisaApply now
Cambodia,Algeria,visa required
Cambodia,Andorra,visa required
Cambodia,Angola,visa required
Cambodia,Antigua and Barbuda,eVisaApply now
Cambodia,Argentina,visa required
Cambodia,Armenia,eVisa/120 daysApply now
Cambodia,Australia,eVisaApply now
Cambodia,Austria,visa required
Cambodia,Azerbaijan,visa required
Cambodia,Bahamas,eVisaApply now
Cambodia,Bahrain,eVisaApply now
Cambodia,Bangladesh,visa on arrival/30 days
Cambodia,Barbados,visa-free/90 days
Cambodia,Belarus,visa required
Cambodia,Belgium,visa required
Cambodia,Belize,visa required
Cambodia,Benin,eVisaApply now
Cambodia,Bhutan,eVisaApply now
Cambodia,Bolivia,visa on arrival / eVisa/90 daysApply now
Cambodia,Bosnia and Herzegovina,visa required
Cambodia,Botswana,eVisaApply now
Cambodia,Brazil,visa required
Cambodia,Brunei,visa-free/14 days
Cambodia,Bulgaria,visa required
Cambodia,Burkina Faso,eVisaApply now
Cambodia,Burundi,visa on arrival/30 days
Cambodia,Cameroon,eVisaApply now
Cambodia,Canada,visa required
Cambodia,Cape Verde,visa on arrival (EASE)Apply now
Cambodia,Central African Republic,visa required
Cambodia,Chad,visa required
Cambodia,Chile,visa required
Cambodia,China,visa required
Cambodia,Colombia,eVisaApply now
Cambodia,Comoros,visa on arrival/45 days
Cambodia,Congo,visa required
Cambodia,Congo (Dem. Rep.),eVisa/90 daysApply now
Cambodia,Costa Rica,visa required
Cambodia,Cote d'Ivoire (Ivory Coast),pre-enrollment/90 daysApply now
Cambodia,Croatia,visa required
Cambodia,Cuba,tourist card/30 days
Cambodia,Cyprus,visa required
Cambodia,Czech Republic,visa required
Cambodia,Denmark,visa required
Cambodia,Djibouti,eVisaApply now
Cambodia,Dominica,visa-free/21 days
Cambodia,Dominican Republic,visa required
Cambodia,Ecuador,visa-free/90 days
Cambodia,Egypt,visa on arrival/30 days
Cambodia,El Salvador,eVisaApply now
Cambodia,Equatorial Guinea,eVisaApply now
Cambodia,Eritrea,visa required
Cambodia,Estonia,visa required
Cambodia,Eswatini,visa required
Cambodia,Ethiopia,eVisa/90 daysApply now
Cambodia,Fiji,visa required
Cambodia,Finland,visa required
Cambodia,France,visa required
Cambodia,Gabon,eVisa/90 daysApply now
Cambodia,Gambia,visa-free/90 days
Cambodia,Georgia,eVisaApply now
Cambodia,Germany,visa required
Cambodia,Ghana,visa on arrival
Cambodia,Greece,visa required
Cambodia,Grenada,visa required
Cambodia,Guatemala,visa required
Cambodia,Guinea,eVisa/90 daysApply now
Cambodia,Guinea-Bissau,visa on arrival/90 days
Cambodia,Guyana,visa required
Cambodia,Haiti,visa-free/90 days
Cambodia,Honduras,visa required
Cambodia,Hong Kong,visa required
Cambodia,Hungary,visa required
Cambodia,Iceland,visa required
Cambodia,India,eVisa/30 daysApply now
