stock_code,name_vn,name_en,name_short,post_to,C
DBT,CTCP Dược phẩm Bến Tre,Ben Tre Pharmaceutical JSC,DBT,HOSE,1
DC1,CTCP Đầu tư Phát triển Xây dựng số 1,Development Investment Construction Number 1 Joint Stock Company,DC1,UPCOM,3
DC2,CTCP Đầu tư Phát triển - Xây dựng (DIC) số 2,Development Investment Construction Number 2 JSC,DC2,HNX,2
DC4,Công ty Cổ phần Xây dựng DIC Holdings,DIC Holdings Construction JSC,DC4,HOSE,1
DCF,CTCP Xây dựng và Thiết kế Số 1,Design And Construction Joint Stock Company No 1,DCF,UPCOM,3
DCG,Công ty cổ phần Tổng Công ty May Đáp Cầu,Cong ty co phan Tong Cong ty May Dap Cau,DCG,UPCOM,3
DCH,CTCP Địa chính Hà Nội,DCH,DCH,UPCOM,3
DCL,Công ty Cổ phần Dược phẩm Cửu Long,Cuu Long Pharmaceutical Joint Stock Corporation,DCL,HOSE,1
DCM,Công ty Cổ phần Phân bón Dầu khí Cà Mau,PetroVietnam Ca Mau Fertilizer Joint Stock Company,DCM,HOSE,1
DCR,Công ty cổ phần Gạch men Cosevco,Cong ty co phan Gach men Cosevco,DCR,UPCOM,3
DCS,CTCP Tập Đoàn Đại Châu,Dai Chau JSC,DCS,UPCOM,3
DCT,Công ty Cổ phần Tấm lợp Vật liệu Xây dựng Đồng Nai,Dong Nai Roofsheet & Construction Material Joint Stock Company,DCT,UPCOM,3
DDG,Công ty cổ phần Đầu tư Công nghiệp Xuất nhập khẩu Đông Dương,CTCP Dau tu Cong nghiep XNK Dong Duong,DDG,HNX,2
DDH,CTCP Đảm bảo giao thông đường thủy Hải Phòng,Hai Phong Waterway Traffic Assurance Joint Stock Company,DDH,UPCOM,3
DDM,CTCP Hàng hải Đông Đô,DongDo Marine Joint Stock Company,DDM,UPCOM,3
DDN,CTCP Dược - Thiết bị y tế Đà Nẵng,Da Nang Pharmaceutical - Medical Equipment Joint Stock Company,DDN,UPCOM,3
DDV,CTCP DAP - VINACHEM,DAP - VINACHEM Joint Stock Company,DDV,UPCOM,3
DFC,CTCP Xích líp Đông Anh,Dong Anh C&F Joint Stock Company,DFC,UPCOM,3
DFF,Công ty cổ phần Tập đoàn Đua Fat,Dua Fat Group Joint Stock Company,DFF,UPCOM,3
DGC,CTCP Tập đoàn Hóa chất Đức Giang,Duc Giang Chemicals Group Joint Stock Company,DGC,HOSE,1
DGT,CTCP Công trình Giao thông Đồng Nai,DONA Transportation Construction Joint Stock Company,DGT,UPCOM,3
DGW,Công ty Cổ phần Thế Giới Số,DIGIWORLD CORP.,DGW,HOSE,1
DHA,Công ty Cổ phần Hóa An,Hoa An Joint Stock Company,DHA,HOSE,1
DHB,CTCP Phân đạm và Hóa chất Hà Bắc,Ha Bac Nitrogenous Fertilizer & Chemicals Joint Stock Company,DHB,UPCOM,3
DHC,Công ty Cổ phần Đông Hải Bến Tre,Dong Hai Joint Stock Company of Bentre,DHC,HOSE,1
DHD,CTCP Dược Vật tư Y tế Hải Dương,Hai Duong Pharmaceutical Medical Material Joint Company,DHD,UPCOM,3
DHG,Công ty Cổ phần Dược Hậu Giang,DHG Pharmaceutical Joint Stock Company,DHG,HOSE,1
DHM,Công ty Cổ phần Thương mại và Khai thác Khoáng sản Dương Hiếu,Duong Hieu Trading and Mining Joint Stock Company,DHM,HOSE,1
DHN,CTCP Dược phẩm Hà Nội,DHN,DHN,UPCOM,3
DHP,CTCP Điện cơ Hải Phòng,Hai Phong Electrical Mechanical JSC,DHP,HNX,2
DHT,CTCP Dược phẩm Hà Tây,Ha Tay Pharmaceutical JSC,DHT,HNX,2
DIC,Công ty Cổ phần Đầu tư và Thương mại DIC,Dic Investment And Trading Joint Stock Company,DIC,UPCOM,3
DID,CTCP DIC - Đồng Tiến,DIC DONG TIEN JSC,DID,UPCOM,3
DIG,Tổng Công ty Cổ phần Đầu tư Phát triển Xây dựng,Development Investment Construction Joint Stock Corporation,DIG,HOSE,1
DIH,Công ty cổ phần Đầu tư Phát triển Xây dựng Hội An,Development Investment Construction Hoi An Joint Stock Company,DIH,HNX,2
DKC,Công ty cổ phần Chợ Lạng Sơn,Lang Son Market Joint Stock Company,DKC,UPCOM,3
DL1,Công ty Cổ phần Tập đoàn Alpha Seven,Alpha Seven Group Joint Stock Company,DL1,HNX,2
DLD,CTCP Du Lịch Đắk Lắk,Daklaktourist,DLD,UPCOM,3
DLG,Công ty Cổ phần Tập đoàn Đức Long Gia Lai,Duc Long Gia Lai Group Joint Stock Company.,DLG,HOSE,1
DLM,Công ty cổ phần Chiếu sáng công cộng Đà Nẵng,Danang Lighting Management Company,DLM,UPCOM,3
DLR,Công ty Cổ phần Địa ốc Đà Lạt,Dalat Real Estate JSC,DLR,UPCOM,3
DLT,CTCP Du lịch và Thương mại - Vinacomin,Vinacomin - Tourism & Trading Joint Stock Company,DLT,UPCOM,3
DM7,Công ty cổ phần Dệt May 7,Det May 7 Joint Stock Company,DM7,UPCOM,3
DMC,Công ty Cổ phần Xuất nhập khẩu Y tế DOMESCO,Domesco Medical Import Export Joint Stock Corporation,DMC,HOSE,1
DMN,Công ty cổ phần Domenal,Domenal Joint Stock Company,DMN,UPCOM,3
DMS,Công ty cổ phần Hóa phẩm Dầu khí DMC - Miền Nam,DMC - Southern Petroleum Chemicals Joint Stock Company,DMS,UPCOM,3
DNA,CTCP Điện nước An Giang,An Giang Power And Water Supply Joint Stock Company,DNA,UPCOM,3
DNC,CTCP Điện nước lắp máy Hải Phòng,Hai Phong Electricity Water Machine Assembly Joint Stock,DNC,HNX,2
DND,CTCP Đầu tư Xây dựng và Vật liệu Đồng Nai,Dong Nai Material & Building Investment Joint - Stock Company,DND,UPCOM,3
DNE,CTCP Môi trường Đô thị Đà Nẵng,DaNang Urban Environment Joint Stock Company,DNE,UPCOM,3
DNH,CTCP Thủy điện Đa Nhim - Hàm Thuận - Đa Mi,Da Nhim - Ham Thuan - Da Mi Hydro Power Joint Stock Company,DNH,UPCOM,3
DNL,CTCP Logistics Cảng Đà Nẵng,Da Nang Port Logistics Joint Stock Company,DNL,UPCOM,3
DNM,TỔNG CÔNG TY CỔ PHẦN Y TẾ DANAMECO,DANAMECO Medical Joint Stock Corporation,DNM,UPCOM,3
DNN,CTCP Cấp nước Đà Nẵng,Da Nang Water Supply Joint Stock Company,DNN,UPCOM,3
DNP,Công ty cổ phần DNP Holding,Shares of DNP Holding Joint Stock Company,DNP,HNX,2
DNT,Công ty cổ phần Du lịch Đồng Nai,Dong Nai Tourist Joint Stock Company,DNT,UPCOM,3
DNW,Công ty Cổ phần Cấp nước Đồng Nai,Dong Nai Water Joint Stock Company,DNW,UPCOM,3
DOC,CTCP Vật tư Nông nghiệp Đồng Nai,Dong Nai Joint Stock Company Of Agricultural Material,DOC,UPCOM,3
DOP,CTCP Vận tải Xăng dầu Đồng Tháp,DongThap Petroleum Transportation Joint Stock Company,DOP,UPCOM,3
DP1,Công ty cổ phần Dược phẩm Trung ương CPC1,Central Pharmaceutical CPC1.JSC,DP1,UPCOM,3
DP2,CTCP Dược phẩm Trung ương 2,Central Pharmaceutical Joint Stock Company No2,DP2,UPCOM,3
DP3,CTCP Dược phẩm Trung ương 3,Central Pharmaceutical Joint Stock Company No3,DP3,HNX,2
DPC,Công ty Cổ phần Nhựa Đà Nẵng,Da Nang Plastic JSC,DPC,HNX,2
DPD,C? phi?u CTCP Cao su ??ng Ph? - ??k N?ng,Dong Phu – Dak Nong Ruber Joint Stock Company,DPD,UPCOM,3
DPG,Công ty cổ phần Tập đoàn Đạt Phương,Dat Phuong Joint Stock Company,DPG,HOSE,1
DPH,CTCP Dược phẩm Hải Phòng,Hai Phong Pharmaceutical Joint Stock Company,DPH,UPCOM,3
DPM,Tổng Công ty Phân bón và Hóa chất Dầu khí - Công ty Cổ phần,Petrovietnam Fertilizer And Chemicals Corporation,DPM,HOSE,1
DPP,CTCP Dược Đồng Nai,Dong Nai Pharmaceutical Joint Stock Company.,DPP,UPCOM,3
DPR,Công ty Cổ phần Cao su Đồng Phú,Dong Phu Rubber Joint Stock Company,DPR,HOSE,1
DPS,CTCP Đầu tư Phát triển Sóc Sơn,Soc Son Development Investment Join Stock Company,DPS,UPCOM,3
DQC,Công ty Cổ phần Tập đoàn Điện Quang,Dien Quang Group Joint Stock Company,DQC,HOSE,1
DRC,Công ty Cổ phần Cao su Đà Nẵng,Danang Rubber Joint Stock Company,DRC,HOSE,1
DRG,Công ty cổ phần Cao su Đắk Lắk,Daklak Rubber Joint Stock Company,DRG,UPCOM,3
DRH,Công ty Cổ phần DRH Holdings,DRH HOLDING JSC,DRH,HOSE,1
DRI,CTCP Đầu tư Cao su Đắk Lắk,DakLak Rubber Investment Joint Stock Company,DRI,UPCOM,3
DRL,Công ty Cổ phần Thủy điện - Điện lực 3,Hydro Power Joint Stock Company – Power No.3,DRL,HOSE,1
DS3,Công ty cổ phần DS3,Shares of DS3 Joint Stock Company,DS3,HNX,2
DSC,Công ty cổ phần Chứng khoán DSC,DaNang Securities Company,DSC,UPCOM,3
DSD,Công ty cổ phần DHC Suối Đôi,Công ty cổ phần DHC Suối Đôi,DSD,UPCOM,3
DSG,Công ty cổ phần Kính Đáp Cầu,Viglacera DapCau Sheet Glass Joint Stock Company,DSG,UPCOM,3
DSN,Công ty Cổ phần Công viên nước Đầm Sen,Dam Sen Water Park Corporation,DSN,HOSE,1
DSP,Công ty cổ phần Dịch vụ Du lịch Phú Thọ,Phu Tho Tourist Service Joint Stock Company,DSP,UPCOM,3
DST,CTCP Đầu tư Sao Thăng Long,Nam Dinh Educational Book and Equipment JSC,DST,HNX,2
DSV,CTCP Đường sắt Vĩnh Phú,Vinhphu Railway Joint Stock Company,DSV,UPCOM,3
DTA,Công ty Cổ phần Đệ Tam,De Tam Joint Stock Company.,DTA,HOSE,1
DTB,Công ty cổ phần Công trình Đô thị Bảo Lộc,BAOLOC URCO,DTB,UPCOM,3
DTC,CTCP Viglacera Đông Triều,Viglacera Dong Trieu Joint Stock Company,DTC,HNX,2
DTD,CTCP Đầu tư Phát triển Thành Đạt,Thanh Dat Investment Development Joint Stock Company,DTD,HNX,2
DTE,Công ty cổ phần Đầu tư Năng lượng Đại Trường Thành Holdings,Dai Truong Thanh Holdings Energy Investment Joint Stock Company,DTE,UPCOM,3
DTG,CTCP Dược phẩm Tipharco,Tipharco Pharmaceutical Joint Stock Company,DTG,HNX,2
DTH,Công ty Cổ phần Dược - Vật tư Y tế Thanh Hóa,Thanh Hoa Medical Materials Pharmaceutial Joint Stock Company,DTH,UPCOM,3
DTI,CTCP Đầu tư Đức Trung,Duc Trung Investment Join Stock Company,DTI,UPCOM,3
DTK,Tổng công ty Điện lực TKV - CTCP,Vinacomin – Power Holding Corporation,DTK,HNX,2
DTL,Công ty Cổ phần Đại Thiên Lộc,Dai Thien Loc Corporation.,DTL,HOSE,1
DTP,Công ty cổ phần Dược phẩm CPC1 Hà Nội,Ha Noi CPC1 Pharmaceutical Joint Stock Company,DTP,UPCOM,3
DTT,Công ty Cổ phần Kỹ nghệ Đô Thành,Do Thanh Technology Corporation,DTT,HOSE,1
DTV,Công ty Cổ phần phát triển Điện Trà Vinh,TRA VINH ELECTRIC DEVELOPMENT JOINT STOCK CORPORATION,DTV,UPCOM,3
DUS,Công ty cổ phần Dịch vụ Đô thị Đà Lạt,Dalat Urban Service Joint Stock Company,DUS,UPCOM,3
DVC,CTCP Thương mại Dịch vụ Tổng hợp Cảng Hải Phòng,Hai Phong Port Trading and Services Joint Stock Company,DVC,UPCOM,3
DVG,Công ty cổ phần Đại Việt Group DVG,Shares of Dai Viet Group DVG Joint Stock Company,DVG,HNX,2
DVM,Công ty cổ phần Dược liệu Việt Nam,CTCP DUOC LIEU VIET NAM,DVM,HNX,2
DVN,Tổng Công ty Dược Việt Nam - CTCP,VietNam Pharmaceutical Corporation,DVN,UPCOM,3
DVP,Công ty Cổ phần Đầu tư và Phát triển Cảng Đình Vũ,Dinh Vu Port Investment & Development Joint Stock Company,DVP,HOSE,1
DVW,Công ty cổ phần Dịch vụ và Xây dựng cấp nước Đồng Nai,Dong Nai Water Supply Construction and Services Joint Stock Company,DVW,UPCOM,3
DWC,CTCP Cấp nước Đắk Lắk,DWC,DWC,UPCOM,3
DWS,Công ty cổ phần Cấp nước và Môi trường đô thị Đồng Tháp,Dong Thap Water Supply & Urban Environment Joint - Stock Company,DWS,UPCOM,3
DXG,Công ty Cổ phần Tập đoàn Đất Xanh,Dat Xanh Real Estate Service & Constructions Corporation.,DXG,HOSE,1
DXL,CTCP Du lịch và Xuất nhập khẩu Lạng Sơn,Lang Son Tourism and Import - Export Joint Stock Company,DXL,UPCOM,3
DXP,Công ty cổ phần Cảng Đoạn Xá,Doan Xa Port Joint Stock Company,DXP,HNX,2
DXS,Công ty cổ phần Dịch vụ Bất động sản Đất Xanh,Dat Xanh Real Estate Services Joint Stock Company,DXS,HOSE,1
DXV,Công ty Cổ phần Vicem Vật liệu Xây dựng Đà Nẵng,Da Nang Construction Building Materials Vicem Joint Stock Company,DXV,HOSE,1
DZM,Công ty Cổ phần Cơ điện Dzĩ An,Dzi An Mechanoelectric JSC,DZM,HNX,2
E12,Công ty cổ phần Xây dựng điện Vneco12,Vneco12 Electricity Contruction Joint Stock Company,E12,UPCOM,3
E1VFVN30,QUY ETF VFMVN30,E1VFVN30,E1VFVN30,HOSE,1
E29,Công ty cổ phần Đầu tư xây dựng và kỹ thuật 29,29 Investment Construction And Engineering Joint Stock Company,E29,UPCOM,3
EBS,"CTCP Sách giáo dục tại TP, Hà Nội",Educational Book JSC in Hanoi City,EBS,HNX,2
ECI,Công ty cổ phần Tập đoàn ECI,ECI Group Joint Stock Company,ECI,HNX,2
EFI,CTCP Đầu tư tài chính Giáo dục,Education Financial Investment Joint Stock Company,EFI,UPCOM,3
EIB,Ngân hàng Thương mại Cổ phần Xuất Nhập khẩu Việt Nam,Vietnam Export Import Commercial Joint Stock Bank,EIB,HOSE,1
EIC,CTCP EVN Quốc Tế,EVN International Joint Stock Company,EIC,UPCOM,3
EID,CTCP Đầu tư và Phát triển Giáo dục Hà Nội,Hanoi Education Development and Investment JSC,EID,HNX,2
EIN,CTCP Đầu tư - Thương mại - Dịch vụ Điện lực,Power Investment – Trade – Service Joint Stock Company,EIN,UPCOM,3
ELC,Công ty cổ phần Công nghệ - Viễn thông Elcom,Elcom Technology Communications Corporation,ELC,HOSE,1
EMC,Công ty Cổ phần Cơ điện Thủ Đức,ThuDuc Electro Mechanical Joint Stock Company,EMC,HOSE,1
EME,CTCP Điện Cơ,Electro Mechanical Company,EME,UPCOM,3
EMG,CTCP Thiết bị phụ tùng cơ điện,Electrical Mechanical Equipment and Spare Parts Joint Stock Company,EMG,UPCOM,3
EMS,Tổng công ty Chuyển phát nhanh Bưu điện- CTCP,P&T Express Service Joint Stock Company,EMS,UPCOM,3
EPC,Công ty cổ phần Cà Phê Ea Pốk,Ea Pok Coffee Joint Stock Company,EPC,UPCOM,3
EPH,CTCP Dịch vụ Xuất bản Giáo dục Hà Nội,HaNoi Education Publishing Services Joint Stock Company,EPH,UPCOM,3
EVE,Công ty Cổ phần Everpia,Everpia VietNam Joint Stock Company,EVE,HOSE,1
EVF,Công ty tài chính cổ phần Điện Lực,Cong ty tai chinh co phan Dien Luc,EVF,HOSE,1
EVG,Công ty cổ phần Tập đoàn Everland,Everland Group Joint Stock Company,EVG,HOSE,1
EVS,Công ty cổ phần Chứng khoán Everest,Everest Securities Joint Stock Company,EVS,HNX,2
FBA,CTCP Tập đoàn Quốc Tế FBA,FBA International Group Corporation,FBA,UPCOM,3
FBC,CTCP Cơ khí Phổ Yên,Pho Yen Mechanical Joint Stock Company,FBC,UPCOM,3
FCC,Công ty cổ phần Liên hợp Thực phẩm,Foodstuff Combinatorial Joint Stock Company,FCC,UPCOM,3
FCM,Công ty Cổ phần Khoáng sản FECON,FECON Mining Joint Stock Company,FCM,HOSE,1
FCN,Công ty Cổ phần FECON,Fecon Foundation Engineering and Underground Construction Joint Stock Company,FCN,HOSE,1
FCS,CTCP Lương thực Thành phố Hồ Chí Minh,Ho Chi Minh City Food Joint Stock Company,FCS,UPCOM,3
FDC,Công ty Cổ phần Ngoại thương và Phát triển Đầu tư Thành phố Hồ Chí Minh,Foreign trade development and investment Corporation of Hochiminh city.,FDC,HOSE,1
FDG,CTCP Docimexco,FDG,FDG,UPCOM,3
FGL,Công ty cổ phần Cà phê Gia Lai,Gia Lai Coffee Joint Stock Company,FGL,UPCOM,3
FHN,CTCP Xuất nhập khẩu Lương thực- Thực phẩm Hà Nội,Hanoi Food Import – Export Joint Stock Company,FHN,UPCOM,3
FHS,Công ty cổ phần Phát hành sách thành phố Hồ Chí Minh - FAHASA,Ho Chi Minh City Book Distribution Corporation,FHS,UPCOM,3
FIC,Tổng Công ty Vật liệu Xây dựng số 1 - Công ty cổ phần,FICO CORPORATION - JSC,FIC,UPCOM,3
FID,CTCP Đầu tư và Phát triển Doanh nghiệp Việt Nam,Vietnam Enterprise Investment and Development Joint Stock Company,FID,HNX,2
FIR,Công ty cổ phần Địa ốc First Real,Cong ty co phan Dia oc First Real,FIR,HOSE,1
FIT,Công ty Cổ phần Tập đoàn FIT,F.I.T Investment JSC,FIT,HOSE,1
FLC,Công ty Cổ phần Tập đoàn FLC,FLC Group Joint Stock Company,FLC,UPCOM,3
FMC,Công ty Cổ phần Thực phẩm Sao Ta,Sao Ta Foods Joint Stock Company,FMC,HOSE,1
FOC,Công ty cổ phần Dịch vụ Trực tuyến FPT,Cong ty co phan Dich vu Truc tuyen FPT,FOC,UPCOM,3
FOX,CTCP Viễn thông FPT,FPT Telecom Joint Stock Company,FOX,UPCOM,3
FPT,Công ty Cổ phần FPT,FPT Corporation,FPT,HOSE,1
FRC,Công ty cổ phần Lâm đặc sản Xuất khẩu Quảng Nam,Forest Products Export Joint – Stock Company Of Quang Nam,FRC,UPCOM,3
FRM,CTCP Lâm nghiệp Sài Gòn,Saigon Forestry Import Export Joint Stock Company,FRM,UPCOM,3
FRT,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,FPT Digital Retail Joint Stock Company,FRT,HOSE,1
FSO,Công ty Cổ phần Cơ khí đóng tàu thủy sản Việt Nam,Vietnam Fishery Mechanical Shipbuilding Joint Stock Company,FSO,UPCOM,3
FT1,CTCP Phụ tùng máy số 1,Machinery Spare Parts N01 Joint Stock Company,FT1,UPCOM,3
FTI,CTCP Công nghiệp - Thương mại Hữu Nghị,Friendship Trading – Industrial Joint Stock Company,FTI,UPCOM,3
FTM,Công ty Cổ phần Đầu tư và Phát triển Đức Quân,Duc Quan Investment and Development Joint Stock Company,FTM,UPCOM,3
FTS,Công ty Cổ phần Chứng khoán FPT,FPT Securities Joint Stock Company,FTS,HOSE,1
FUCTVGF3,QUY DAU TU TANG TRUONG TH,FUCTVGF3,FUCTVGF3,HOSE,1
FUCTVGF4,QUY DAU TU TANG TRUONG TH,FUCTVGF4,FUCTVGF4,HOSE,1
FUCVREIT,QUY DT BDS TECHCOM VN,FUCVREIT,FUCVREIT,HOSE,1
FUEBFVND,QUY ETF BVFVN DIAMOND,FUEBFVND,FUEBFVND,HOSE,1
FUEDCMID,QUY ETF DCVFMVNMIDCAP,FUEDCMID,FUEDCMID,HOSE,1
FUEFCV50,QUY ETF FPT CAPITAL VNX50,FUEFCV50,FUEFCV50,HOSE,1
FUEIP100,QUY ETF IPAAM VN100,FUEIP100,FUEIP100,HOSE,1
FUEKIV30,QUY ETF KIM GROWTH VN30,FUEKIV30,FUEKIV30,HOSE,1
FUEKIVFS,QUY ETF KIM GROWTH VNFINS,FUEKIVFS,FUEKIVFS,HOSE,1
FUEMAV30,QUY ETF MAFM VN30,FUEMAV30,FUEMAV30,HOSE,1
FUEMAVND,QUY ETF MAFM VNDIAMOND,FUEMAVND,FUEMAVND,HOSE,1
FUESSV30,QUY ETF SSIAM VN30,FUESSV30,FUESSV30,HOSE,1
FUESSV50,QUY ETF SSIAM VNX50,FUESSV50,FUESSV50,HOSE,1
FUESSVFL,QUY ETF SSIAM VNFIN LEAD,FUESSVFL,FUESSVFL,HOSE,1
FUEVFVND,QUY ETF VFMVN DIAMOND,FUEVFVND,FUEVFVND,HOSE,1
FUEVN100,QUY ETF VINACAPITAL VN100,FUEVN100,FUEVN100,HOSE,1
G20,Công ty cổ phần Đầu tư Dệt may Vĩnh Phúc,Vinh Phuc Textile Investment Joint Stock Company,G20,UPCOM,3
G36,Tổng Công ty 36 - CTCP,36 Corporation,G36,UPCOM,3
GAB,Công ty cổ phần Đầu tư khai khoáng & Quản lý tài sản FLC,Global Asset Business Joint Stock Company,GAB,UPCOM,3
GAS,Tổng Công ty Khí Việt Nam - Công ty Cổ phần,PetroVietnam Gas Joint Stock Corporation,GAS,HOSE,1
GCB,CTCP Petec Bình Định,Petec Binh Dinh Joint Stock Company,GCB Joint Stock Company,UPCOM,3
GCF,Công ty cổ phần Thực phẩm G.C,G.C. Food Joint Stock Company,GCF Joint Stock Company,UPCOM,3
GDA,Công ty cổ phần Tôn Đông Á,Ton Dong A Corporation,GDA Joint Stock Company,UPCOM,3
GDT,Công ty Cổ phần Chế biến Gỗ Đức Thành,Duc Thanh Wood Processing Joint Stock Company,GDT Joint Stock Company,HOSE,1
GDW,CTCP Cấp nước Gia Định,Gia Dinh Water Supply Joint Stock Company,GDW Joint Stock Company,HNX,2
GEE,Cổ phiếu Công ty cổ phần Điện lực Gelex,Công ty cổ phần Điện lực Gelex,GEE Joint Stock Company,UPCOM,3
GEG,CTCP Điện Gia Lai,Gia Lai Electricity Joint Stock Company,GEG Joint Stock Company,HOSE,1
GEG121022,Trái phiếu Công ty cổ phần Điện Gia Lai,GEG121022,GEG121022,HNX,2
GER,CTCP Thể thao Ngôi sao Geru,Geru Star Sport Joint Stock Company,GER Joint Stock Company,UPCOM,3
GEX,Công ty cổ phần Tập đoàn GELEX,Vietnam Electrical Equipment Joint Stock Corporation,GEX Joint Stock Company,HOSE,1
GGG,CTCP Ô tô Giải Phóng,GiaiPhong Motor Joint Stock Company,GGG Joint Stock Company,UPCOM,3
GH3,Công ty cổ phần Công trình Giao thông Hà Nội,Hanoi Transport Project Joint Stock Company,GH3 Joint Stock Company,UPCOM,3
GHC,CTCP Thủy điện Gia Lai,Gia Lai Hydropower Joint Stock Company,GHC Joint Stock Company,UPCOM,3
GIC,Công ty cổ phần Đầu tư dịch vụ và Phát triển Xanh,Green Development and Investment Service Joint Stock Company,GIC Joint Stock Company,HNX,2
GIL,Công ty Cổ phần Sản xuất Kinh doanh Xuất nhập khẩu Bình Thạnh,Binh Thanh Import Export Production and Trade Joint Stock Company,GIL Joint Stock Company,HOSE,1
GKM,Công ty cổ phần Khang Minh Group,Khang Minh Group Joint Stock Company,GKM Joint Stock Company,HNX,2
GLC,Công ty Cổ phần Vàng Lào Cai,Cong ty co phan Vang Lao Cai,GLC Joint Stock Company,UPCOM,3
GLH121019,Trái phiếu Công ty cổ phần GLEXHOMES,GLH121019,GLH121019,HNX,2
GLH121026,Trái phiếu Công ty cổ phần GLEXHOMES GLH121026,GLH121026,GLH121026,HNX,2
GLT,CTCP Kỹ thuật Điện Toàn Cầu,Global Electrical Technology Corp.,GLT Joint Stock Company,HNX,2
GLW,Công ty cổ phần Cấp thoát nước Gia Lai,Gia Lai Water Supply Joint Stock Company,GLW Joint Stock Company,UPCOM,3
GMA,Cổ phiếu Công ty cổ phần G-Automobile,"ENTECO VIET NAM, CORP",GMA Joint Stock Company,HNX,2
GMC,Công ty Cổ phần Garmex Sài Gòn,Sai Gon Garmext Manufacturing Trade Joint Stock Company,GMC Joint Stock Company,HOSE,1
GMD,Công ty Cổ phần GEMADEPT,Gemadept Corporation,GMD Joint Stock Company,HOSE,1
GMH,Công ty cổ phần Minh Hưng Quảng Trị,CTCP MINH HUNG QUANG TRI,GMH Joint Stock Company,HOSE,1
GMX,CTCP Gạch Ngói Gốm Xây dựng Mỹ Xuân,My Xuan Brick Tile Pottery and Construction,GMX Joint Stock Company,HNX,2
GND,CTCP Gạch ngói Đồng Nai,Dong Nai Brick and Tile Corporation,GND Joint Stock Company,UPCOM,3
GPC,Công ty cổ phần Tập đoàn Green+,Shares of Green Plus Joint Stock Corporation,GPC Joint Stock Company,UPCOM,3
GSM,CTCP Thủy điện Hương Sơn,Huong Son Hydro Power Joint Stock Company,GSM Joint Stock Company,UPCOM,3
GSP,Công ty Cổ phần Vận tải Sản phẩm Khí Quốc tế,International Gas Product Shipping Joint Stock Company,GSP Joint Stock Company,HOSE,1
GTA,Công ty Cổ phần Chế biến Gỗ Thuận An,Thuan An Wood Processing Joint Stock Company,GTA Joint Stock Company,HOSE,1
GTD,Công ty cổ phần Giầy Thượng Đình,Thuongdinh Footwear Joint Stock Company,GTD Joint Stock Company,UPCOM,3
GTH,CTCP Xây dựng- Giao thông Thừa Thiên Huế,ThuaThienHue Construction Joint Stock Company,GTH,UPCOM,3
GTS,CTCP Công trình Giao thông Sài Gòn,Saigon Traffic Construction Joint Stock Company,GTS Joint Stock Company,UPCOM,3
GTT,CTCP Thuận Thảo,Thuan Thao Corporation,GTT Joint Stock Company,UPCOM,3
GVR,Tập đoàn Công nghiệp Cao su Việt Nam – Công ty cổ phần,Vietnam Rubber Group - Joint Stock Company,GVR Joint Stock Company,HOSE,1
GVT,Công ty Cổ phần Giấy Việt Trì,VietTri Paper Joint Stock Company,GVT Joint Stock Company,UPCOM,3
H11,CTCP Xây dựng HUD 101...,HUD101 Construction Joint Stock Company,H11 Joint Stock Company,UPCOM,3
HAC,CTCP Chứng khoán Hải Phòng,Hai Phong Securities Joint Stock Company,HAC Joint Stock Company,UPCOM,3
HAD,CTCP Bia Hà Nội - Hải Dương,Hanoi – Hai Duong Beer JSC,HAD Joint Stock Company,HNX,2
HAF,CTCP Thực phẩm Hà Nội,Ha Noi Foodsuff Joint Stock Company,HAF Joint Stock Company,UPCOM,3
HAG,Công ty Cổ phần Hoàng Anh Gia Lai,HAGL Joint Stock Company,HAG Joint Stock Company,HOSE,1
HAH,Công ty Cổ phần Vận tải và Xếp dỡ Hải An,Hai An Transport and Stevedoring Joint Stock Company,HAH Joint Stock Company,HOSE,1
HAI,Công ty Cổ phần Nông dược HAI,HAI Agrochem Joint Stock Company,HAI Joint Stock Company,UPCOM,3
HAM,CTCP Vật tư Hậu Giang,Hau Giang Materials Joint Stock Company,HAM Joint Stock Company,UPCOM,3
HAN,Tổng công ty Xây dựng Hà Nội - CTCP,Hanoi Construction Corporation - JSC,HAN Joint Stock Company,UPCOM,3
HAP,Công ty Cổ phần Tập đoàn HAPACO,Hapaco Group Joint Stock Company,HAP Joint Stock Company,HOSE,1
HAR,Công ty Cổ phần Đầu tư Thương mại Bất động sản An Dương Thảo Điền,An Duong Thao Dien Real estate Trading Investment Joint Stock Company,HAR Joint Stock Company,HOSE,1
HAS,Công ty Cổ phần HACISCO,HACISCO Joint Stock Company,HAS Joint Stock Company,HOSE,1
HAT,CTCP Thương mại Bia Hà Nội,Hanoi Beer Trading JSC,HAT Joint Stock Company,HNX,2
HAV,CTCP Rượu Hapro,Hapro Vodka Join Stock Company,HAV Joint Stock Company,UPCOM,3
HAX,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,Hang Xanh Motors Service Joint Stock Company,HAX Joint Stock Company,HOSE,1
HBC,Công ty Cổ phần Tập đoàn Xây dựng Hòa Bình,Hoa Binh Construction & Real Estate Corporation,HBC Joint Stock Company,HOSE,1
HBD,CTCP Bao bì PP Bình Dương,Binh Duong PP Pack Making Joint Stock Company,HBD Joint Stock Company,UPCOM,3
