id,competitionId,competitionTier,season,round,status,date,time,stadium,homeId,homeTeam,homeScore,awayScore,awayId,awayTeam,note
8-ANGI-DON,2,TIER_TWO,2012,8,FINISHED,2012-03-03,15:30,Kiên Giang,ANGI,An Giang,1,0,DON,Đồng Nai,
8-TNI-TDC,2,TIER_TWO,2012,8,FINISHED,2012-03-03,15:30,Tây Ninh,TNI,XM Fico - YTL Tây Ninh,1,2,TDC,TDC Bình Dương,
8-TDAN-QNA,2,TIER_TWO,2012,8,FINISHED,2012-03-03,16:00,Chi Lăng,TDAN,Trẻ SHB Đà Nẵng,0,0,QNA,Quảng Nam,
8-SGO-BIDI,2,TIER_TWO,2012,8,FINISHED,2012-03-03,16:30,Thống Nhất,SGO,Sài Gòn,0,2,BIDI,Topenland Bình Định,
8-LAN-CAT,2,TIER_TWO,2012,8,FINISHED,2012-03-03,17:00,Long An,LAN,Long An,2,1,CAT,Cần Thơ,
8-HCM-LAD,2,TIER_TWO,2012,8,FINISHED,2012-03-03,17:00,Thống Nhất,HCM,TP Hồ Chí Minh,2,2,LAD,XSKT Lâm Đồng,
9-ANGI-QNI,2,TIER_TWO,2012,9,FINISHED,2012-03-10,15:30,Kiên Giang,ANGI,An Giang,0,0,QNI,Than Quảng Ninh,
9-TDC-QNA,2,TIER_TWO,2012,9,FINISHED,2012-03-10,15:30,Bình Dương,TDC,TDC Bình Dương,1,1,QNA,Quảng Nam,
9-TNI-DON,2,TIER_TWO,2012,9,FINISHED,2012-03-10,15:30,Tây Ninh,TNI,XM Fico - YTL Tây Ninh,2,3,DON,Đồng Nai,
9-LAN-LAD,2,TIER_TWO,2012,9,FINISHED,2012-03-10,17:00,Long An,LAN,Long An,2,2,LAD,XSKT Lâm Đồng,
9-TDAN-TBDHN,2,TIER_TWO,2012,9,FINISHED,2012-03-11,16:00,Chi Lăng,TDAN,Trẻ SHB Đà Nẵng,1,2,TBDHN,Trẻ Bóng đá Hà Nội,
9-SGO-CAT,2,TIER_TWO,2012,9,FINISHED,2012-03-11,16:30,Thống Nhất,SGO,Sài Gòn,2,1,CAT,Cần Thơ,
9-HCM-BIDI,2,TIER_TWO,2012,9,FINISHED,2012-03-11,17:00,Thống Nhất,HCM,TP Hồ Chí Minh,2,2,BIDI,Topenland Bình Định,
10-LAD-TNI,2,TIER_TWO,2012,10,FINISHED,2012-03-17,15:00,Lâm Viên,LAD,XSKT Lâm Đồng,1,0,TNI,XM Fico - YTL Tây Ninh,
10-QNI-HCM,2,TIER_TWO,2012,10,FINISHED,2012-03-17,15:00,Cẩm Phả,QNI,Than Quảng Ninh,5,1,HCM,TP Hồ Chí Minh,
10-DON-SGO,2,TIER_TWO,2012,10,FINISHED,2012-03-17,15:30,,DON,Đồng Nai,1,2,SGO,Sài Gòn,
10-QNA-LAN,2,TIER_TWO,2012,10,FINISHED,2012-03-17,15:30,Quảng Nam,QNA,Quảng Nam,0,1,LAN,Long An,
10-BIDI-ANGI,2,TIER_TWO,2012,10,FINISHED,2012-03-17,16:00,Quy Nhơn,BIDI,Topenland Bình Định,0,0,ANGI,An Giang,
10-CAT-TDAN,2,TIER_TWO,2012,10,FINISHED,2012-03-17,16:30,Cần Thơ,CAT,Cần Thơ,2,1,TDAN,Trẻ SHB Đà Nẵng,
10-TBDHN-TDC,2,TIER_TWO,2012,10,FINISHED,2012-03-17,17:00,Hàng Đẫy,TBDHN,Trẻ Bóng đá Hà Nội,2,0,TDC,TDC Bình Dương,
11-QNI-LAN,2,TIER_TWO,2012,11,FINISHED,2012-03-24,15:00,Cẩm Phả,QNI,Than Quảng Ninh,0,0,LAN,Long An,
11-ANGI-HCM,2,TIER_TWO,2012,11,FINISHED,2012-03-24,15:30,Kiên Giang,ANGI,An Giang,1,0,HCM,TP Hồ Chí Minh,
11-DON-TDAN,2,TIER_TWO,2012,11,FINISHED,2012-03-24,15:30,,DON,Đồng Nai,2,4,TDAN,Trẻ SHB Đà Nẵng,
11-QNA-LAD,2,TIER_TWO,2012,11,FINISHED,2012-03-24,15:30,Quảng Nam,QNA,Quảng Nam,1,0,LAD,XSKT Lâm Đồng,
11-BIDI-TDC,2,TIER_TWO,2012,11,FINISHED,2012-03-24,16:00,Quy Nhơn,BIDI,Topenland Bình Định,3,0,TDC,TDC Bình Dương,
11-SGO-TNI,2,TIER_TWO,2012,11,FINISHED,2012-03-24,16:30,Thống Nhất,SGO,Sài Gòn,3,2,TNI,XM Fico - YTL Tây Ninh,
11-CAT-TBDHN,2,TIER_TWO,2012,11,FINISHED,2012-03-24,16:30,Cần Thơ,CAT,Cần Thơ,1,0,TBDHN,Trẻ Bóng đá Hà Nội,
12-LAD-CAT,2,TIER_TWO,2012,12,FINISHED,2012-03-31,15:00,Lâm Viên,LAD,XSKT Lâm Đồng,1,0,CAT,Cần Thơ,
12-TDC-DON,2,TIER_TWO,2012,12,FINISHED,2012-03-31,15:30,Bình Dương,TDC,TDC Bình Dương,2,0,DON,Đồng Nai,
12-TNI-ANGI,2,TIER_TWO,2012,12,FINISHED,2012-03-31,15:30,Tây Ninh,TNI,XM Fico - YTL Tây Ninh,0,1,ANGI,An Giang,
12-TBDHN-QNA,2,TIER_TWO,2012,12,FINISHED,2012-03-31,17:00,Hàng Đẫy,TBDHN,Trẻ Bóng đá Hà Nội,1,0,QNA,Quảng Nam,
12-LAN-BIDI,2,TIER_TWO,2012,12,FINISHED,2012-03-31,17:00,Long An,LAN,Long An,1,2,BIDI,Topenland Bình Định,
12-HCM-SGO,2,TIER_TWO,2012,12,FINISHED,2012-03-31,17:00,Thống Nhất,HCM,TP Hồ Chí Minh,2,1,SGO,Sài Gòn,
12-TDAN-QNI,2,TIER_TWO,2012,12,FINISHED,2012-04-01,16:00,Chi Lăng,TDAN,Trẻ SHB Đà Nẵng,3,0,QNI,Than Quảng Ninh,
13-ANGI-LAN,2,TIER_TWO,2012,13,FINISHED,2012-04-07,15:30,Kiên Giang,ANGI,An Giang,6,1,LAN,Long An,
13-TDC-LAD,2,TIER_TWO,2012,13,FINISHED,2012-04-07,15:30,Bình Dương,TDC,TDC Bình Dương,2,0,LAD,XSKT Lâm Đồng,
13-DON-CAT,2,TIER_TWO,2012,13,FINISHED,2012-04-07,15:30,,DON,Đồng Nai,3,2,CAT,Cần Thơ,
13-TNI-QNI,2,TIER_TWO,2012,13,FINISHED,2012-04-07,15:30,Tây Ninh,TNI,XM Fico - YTL Tây Ninh,1,0,QNI,Than Quảng Ninh,
13-BIDI-QNA,2,TIER_TWO,2012,13,FINISHED,2012-04-07,16:00,Quy Nhơn,BIDI,Topenland Bình Định,2,2,QNA,Quảng Nam,
13-SGO-TDAN,2,TIER_TWO,2012,13,FINISHED,2012-04-07,16:30,Thống Nhất,SGO,Sài Gòn,2,0,TDAN,Trẻ SHB Đà Nẵng,
13-HCM-TBDHN,2,TIER_TWO,2012,13,FINISHED,2012-04-07,17:00,Thống Nhất,HCM,TP Hồ Chí Minh,1,1,TBDHN,Trẻ Bóng đá Hà Nội,
14-QNI-BIDI,2,TIER_TWO,2012,14,FINISHED,2012-04-13,15:30,Cẩm Phả,QNI,Than Quảng Ninh,3,1,BIDI,Topenland Bình Định,
14-LAD-SGO,2,TIER_TWO,2012,14,FINISHED,2012-04-14,15:00,Lâm Viên,LAD,XSKT Lâm Đồng,1,2,SGO,Sài Gòn,
14-QNA-HCM,2,TIER_TWO,2012,14,FINISHED,2012-04-14,15:30,Quảng Nam,QNA,Quảng Nam,0,0,HCM,TP Hồ Chí Minh,
14-TDAN-TDC,2,TIER_TWO,2012,14,FINISHED,2012-04-14,16:00,Chi Lăng,TDAN,Trẻ SHB Đà Nẵng,2,1,TDC,TDC Bình Dương,
14-CAT-TNI,2,TIER_TWO,2012,14,FINISHED,2012-04-14,16:30,Cần Thơ,CAT,Cần Thơ,0,0,TNI,XM Fico - YTL Tây Ninh,
14-LAN-DON,2,TIER_TWO,2012,14,FINISHED,2012-04-14,17:00,Long An,LAN,Long An,1,2,DON,Đồng Nai,
14-TBDHN-ANGI,2,TIER_TWO,2012,14,FINISHED,2012-04-15,17:00,Hàng Đẫy,TBDHN,Trẻ Bóng đá Hà Nội,1,2,ANGI,An Giang,
15-LAD-ANGI,2,TIER_TWO,2012,15,FINISHED,2012-04-28,15:00,Lâm Viên,LAD,XSKT Lâm Đồng,2,1,ANGI,An Giang,
15-QNI-TDC,2,TIER_TWO,2012,15,FINISHED,2012-04-28,15:30,Cẩm Phả,QNI,Than Quảng Ninh,3,1,TDC,TDC Bình Dương,
15-QNA-TNI,2,TIER_TWO,2012,15,FINISHED,2012-04-28,15:30,Quảng Nam,QNA,Quảng Nam,1,1,TNI,XM Fico - YTL Tây Ninh,
15-BIDI-DON,2,TIER_TWO,2012,15,FINISHED,2012-04-28,16:00,Quy Nhơn,BIDI,Topenland Bình Định,2,2,DON,Đồng Nai,
15-LAN-TDAN,2,TIER_TWO,2012,15,FINISHED,2012-04-28,17:00,Long An,LAN,Long An,0,2,TDAN,Trẻ SHB Đà Nẵng,
15-HCM-CAT,2,TIER_TWO,2012,15,FINISHED,2012-04-28,17:00,Thống Nhất,HCM,TP Hồ Chí Minh,0,4,CAT,Cần Thơ,
15-SGO-TBDHN,2,TIER_TWO,2012,15,FINISHED,2012-04-29,16:30,Thống Nhất,SGO,Sài Gòn,2,1,TBDHN,Trẻ Bóng đá Hà Nội,
16-ANGI-SGO,2,TIER_TWO,2012,16,FINISHED,2012-05-05,15:30,Kiên Giang,ANGI,An Giang,0,1,SGO,Sài Gòn,
16-DON-QNI,2,TIER_TWO,2012,16,FINISHED,2012-05-05,15:30,,DON,Đồng Nai,3,1,QNI,Than Quảng Ninh,
16-TNI-HCM,2,TIER_TWO,2012,16,FINISHED,2012-05-05,15:30,Tây Ninh,TNI,XM Fico - YTL Tây Ninh,4,3,HCM,TP Hồ Chí Minh,
16-TDAN-BIDI,2,TIER_TWO,2012,16,FINISHED,2012-05-05,16:00,Chi Lăng,TDAN,Trẻ SHB Đà Nẵng,2,1,BIDI,Topenland Bình Định,
16-CAT-QNA,2,TIER_TWO,2012,16,FINISHED,2012-05-05,16:30,Cần Thơ,CAT,Cần Thơ,0,0,QNA,Quảng Nam,
16-TDC-LAN,2,TIER_TWO,2012,16,FINISHED,2012-05-06,15:30,Bình Dương,TDC,TDC Bình Dương,0,2,LAN,Long An,
16-TBDHN-LAD,2,TIER_TWO,2012,16,FINISHED,2012-05-06,17:00,Hàng Đẫy,TBDHN,Trẻ Bóng đá Hà Nội,4,1,LAD,XSKT Lâm Đồng,
17-DON-TBDHN,2,TIER_TWO,2012,17,FINISHED,2012-05-12,15:30,,DON,Đồng Nai,2,0,TBDHN,Trẻ Bóng đá Hà Nội,
17-TNI-LAN,2,TIER_TWO,2012,17,FINISHED,2012-05-12,15:30,Tây Ninh,TNI,XM Fico - YTL Tây Ninh,0,1,LAN,Long An,
17-ANGI-TDC,2,TIER_TWO,2012,17,FINISHED,2012-05-12,15:30,Kiên Giang,ANGI,An Giang,3,4,TDC,TDC Bình Dương,
17-QNI-CAT,2,TIER_TWO,2012,17,FINISHED,2012-05-12,15:30,Cẩm Phả,QNI,Than Quảng Ninh,1,0,CAT,Cần Thơ,
17-BIDI-LAD,2,TIER_TWO,2012,17,FINISHED,2012-05-12,16:00,Quy Nhơn,BIDI,Topenland Bình Định,1,0,LAD,XSKT Lâm Đồng,
17-SGO-QNA,2,TIER_TWO,2012,17,FINISHED,2012-05-12,16:30,Thống Nhất,SGO,Sài Gòn,1,3,QNA,Quảng Nam,
17-HCM-TDAN,2,TIER_TWO,2012,17,FINISHED,2012-05-12,17:00,Thống Nhất,HCM,TP Hồ Chí Minh,0,2,TDAN,Trẻ SHB Đà Nẵng,
18-LAD-TDC,2,TIER_TWO,2012,18,FINISHED,2012-05-19,15:00,Lâm Viên,LAD,XSKT Lâm Đồng,1,0,TDC,TDC Bình Dương,
18-QNI-TNI,2,TIER_TWO,2012,18,FINISHED,2012-05-19,15:30,Cẩm Phả,QNI,Than Quảng Ninh,1,1,TNI,XM Fico - YTL Tây Ninh,
18-TDAN-SGO,2,TIER_TWO,2012,18,FINISHED,2012-05-19,16:00,Chi Lăng,TDAN,Trẻ SHB Đà Nẵng,0,0,SGO,Sài Gòn,
18-CAT-DON,2,TIER_TWO,2012,18,FINISHED,2012-05-19,16:30,Cần Thơ,CAT,Cần Thơ,1,0,DON,Đồng Nai,
18-QNA-BIDI,2,TIER_TWO,2012,18,FINISHED,2012-05-19,16:30,Quảng Nam,QNA,Quảng Nam,1,4,BIDI,Topenland Bình Định,
18-LAN-ANGI,2,TIER_TWO,2012,18,FINISHED,2012-05-19,17:00,Long An,LAN,Long An,1,0,ANGI,An Giang,
18-TBDHN-HCM,2,TIER_TWO,2012,18,FINISHED,2012-05-19,17:00,Hàng Đẫy,TBDHN,Trẻ Bóng đá Hà Nội,1,1,HCM,TP Hồ Chí Minh,
19-LAD-DON,2,TIER_TWO,2012,19,FINISHED,2012-05-26,15:00,Lâm Viên,LAD,XSKT Lâm Đồng,2,2,DON,Đồng Nai,
19-TDC-SGO,2,TIER_TWO,2012,19,FINISHED,2012-05-26,15:30,Bình Dương,TDC,TDC Bình Dương,1,2,SGO,Sài Gòn,
19-TDAN-TNI,2,TIER_TWO,2012,19,FINISHED,2012-05-26,16:00,Chi Lăng,TDAN,Trẻ SHB Đà Nẵng,0,1,TNI,XM Fico - YTL Tây Ninh,
19-CAT-ANGI,2,TIER_TWO,2012,19,FINISHED,2012-05-26,16:30,Cần Thơ,CAT,Cần Thơ,2,2,ANGI,An Giang,
19-QNA-QNI,2,TIER_TWO,2012,19,FINISHED,2012-05-26,16:30,Quảng Nam,QNA,Quảng Nam,1,1,QNI,Than Quảng Ninh,
19-TBDHN-BIDI,2,TIER_TWO,2012,19,FINISHED,2012-05-26,17:00,Hàng Đẫy,TBDHN,Trẻ Bóng đá Hà Nội,1,1,BIDI,Topenland Bình Định,
19-LAN-HCM,2,TIER_TWO,2012,19,FINISHED,2012-05-26,17:00,Long An,LAN,Long An,2,0,HCM,TP Hồ Chí Minh,
20-TNI-TBDHN,2,TIER_TWO,2012,20,FINISHED,2012-06-02,15:30,Tây Ninh,TNI,XM Fico - YTL Tây Ninh,2,1,TBDHN,Trẻ Bóng đá Hà Nội,
20-QNI-LAD,2,TIER_TWO,2012,20,FINISHED,2012-06-02,15:30,Cẩm Phả,QNI,Than Quảng Ninh,1,1,LAD,XSKT Lâm Đồng,
20-ANGI-TDAN,2,TIER_TWO,2012,20,FINISHED,2012-06-02,15:30,Kiên Giang,ANGI,An Giang,3,0,TDAN,Trẻ SHB Đà Nẵng,
20-DON-QNA,2,TIER_TWO,2012,20,FINISHED,2012-06-02,15:30,,DON,Đồng Nai,2,0,QNA,Quảng Nam,
20-BIDI-CAT,2,TIER_TWO,2012,20,FINISHED,2012-06-02,16:00,Quy Nhơn,BIDI,Topenland Bình Định,1,1,CAT,Cần Thơ,
20-SGO-LAN,2,TIER_TWO,2012,20,FINISHED,2012-06-02,16:30,Thống Nhất,SGO,Sài Gòn,0,3,LAN,Long An,
20-HCM-TDC,2,TIER_TWO,2012,20,FINISHED,2012-06-02,17:00,Thống Nhất,HCM,TP Hồ Chí Minh,2,1,TDC,TDC Bình Dương,
21-TNI-BIDI,2,TIER_TWO,2012,21,FINISHED,2012-07-14,15:30,Tây Ninh,TNI,XM Fico - YTL Tây Ninh,3,1,BIDI,Topenland Bình Định,
21-ANGI-QNA,2,TIER_TWO,2012,21,FINISHED,2012-07-14,15:30,Kiên Giang,ANGI,An Giang,2,3,QNA,Quảng Nam,
21-TDC-CAT,2,TIER_TWO,2012,21,FINISHED,2012-07-14,15:30,Bình Dương,TDC,TDC Bình Dương,1,1,CAT,Cần Thơ,
21-LAN-TBDHN,2,TIER_TWO,2012,21,FINISHED,2012-07-14,16:30,Long An,LAN,Long An,2,1,TBDHN,Trẻ Bóng đá Hà Nội,
21-TDAN-LAD,2,TIER_TWO,2012,21,FINISHED,2012-07-15,16:00,Chi Lăng,TDAN,Trẻ SHB Đà Nẵng,2,1,LAD,XSKT Lâm Đồng,
21-SGO-QNI,2,TIER_TWO,2012,21,FINISHED,2012-07-15,16:30,Thống Nhất,SGO,Sài Gòn,2,0,QNI,Than Quảng Ninh,
21-HCM-DON,2,TIER_TWO,2012,21,FINISHED,2012-07-15,17:00,Thống Nhất,HCM,TP Hồ Chí Minh,1,2,DON,Đồng Nai,
22-LAD-HCM,2,TIER_TWO,2012,22,FINISHED,2012-07-21,15:00,Lâm Viên,LAD,XSKT Lâm Đồng,1,0,HCM,TP Hồ Chí Minh,
22-DON-ANGI,2,TIER_TWO,2012,22,FINISHED,2012-07-21,15:30,,DON,Đồng Nai,0,0,ANGI,An Giang,
22-TDC-TNI,2,TIER_TWO,2012,22,FINISHED,2012-07-21,15:30,Bình Dương,TDC,TDC Bình Dương,1,0,TNI,XM Fico - YTL Tây Ninh,
22-BIDI-SGO,2,TIER_TWO,2012,22,FINISHED,2012-07-21,16:00,Quy Nhơn,BIDI,Topenland Bình Định,0,0,SGO,Sài Gòn,
22-QNA-TDAN,2,TIER_TWO,2012,22,FINISHED,2012-07-21,16:30,Quảng Nam,QNA,Quảng Nam,1,1,TDAN,Trẻ SHB Đà Nẵng,
22-CAT-LAN,2,TIER_TWO,2012,22,FINISHED,2012-07-21,16:30,Cần Thơ,CAT,Cần Thơ,1,3,LAN,Long An,
22-TBDHN-QNI,2,TIER_TWO,2012,22,FINISHED,2012-07-21,17:00,Hàng Đẫy,TBDHN,Trẻ Bóng đá Hà Nội,1,1,QNI,Than Quảng Ninh,
23-LAD-LAN,2,TIER_TWO,2012,23,FINISHED,2012-07-28,15:00,Lâm Viên,LAD,XSKT Lâm Đồng,0,1,LAN,Long An,
23-QNI-ANGI,2,TIER_TWO,2012,23,FINISHED,2012-07-28,15:30,Cẩm Phả,QNI,Than Quảng Ninh,2,0,ANGI,An Giang,
23-DON-TNI,2,TIER_TWO,2012,23,FINISHED,2012-07-28,15:30,,DON,Đồng Nai,3,0,TNI,XM Fico - YTL Tây Ninh,
23-BIDI-HCM,2,TIER_TWO,2012,23,FINISHED,2012-07-28,15:30,Quy Nhơn,BIDI,Topenland Bình Định,3,2,HCM,TP Hồ Chí Minh,
23-CAT-SGO,2,TIER_TWO,2012,23,FINISHED,2012-07-28,16:30,Cần Thơ,CAT,Cần Thơ,1,0,SGO,Sài Gòn,
23-QNA-TDC,2,TIER_TWO,2012,23,FINISHED,2012-07-28,16:30,Quảng Nam,QNA,Quảng Nam,2,3,TDC,TDC Bình Dương,
23-TBDHN-TDAN,2,TIER_TWO,2012,23,FINISHED,2012-07-28,17:00,Hàng Đẫy,TBDHN,Trẻ Bóng đá Hà Nội,1,3,TDAN,Trẻ SHB Đà Nẵng,
24-TNI-LAD,2,TIER_TWO,2012,24,FINISHED,2012-08-04,15:30,Tây Ninh,TNI,XM Fico - YTL Tây Ninh,2,0,LAD,XSKT Lâm Đồng,
24-ANGI-BIDI,2,TIER_TWO,2012,24,FINISHED,2012-08-04,15:30,Kiên Giang,ANGI,An Giang,0,3,BIDI,Topenland Bình Định,
