area,competition,season,id,utcDate,status,matchday,stage,group,lastUpdated,homeTeam,awayTeam,score,odds,referees
"{'id': 2072, 'name': 'England', 'code': 'ENG', 'flag': 'https://crests.football-data.org/770.svg'}","{'id': 2021, 'name': 'Premier League', 'code': 'PL', 'type': 'LEAGUE', 'emblem': 'https://crests.football-data.org/PL.png'}","{'id': 1564, 'startDate': '2023-08-11', 'endDate': '2024-05-19', 'currentMatchday': 10, 'winner': None}",436047,2023-11-05T16:30:00Z,TIMED,11,REGULAR_SEASON,,2023-10-25T10:21:25Z,"{'id': 389, 'name': 'Luton Town FC', 'shortName': 'Luton Town', 'tla': 'LUT', 'crest': 'https://crests.football-data.org/389.png'}","{'id': 64, 'name': 'Liverpool FC', 'shortName': 'Liverpool', 'tla': 'LIV', 'crest': 'https://crests.football-data.org/64.png'}","{'winner': None, 'duration': 'REGULAR', 'fullTime': {'home': None, 'away': None}, 'halfTime': {'home': None, 'away': None}}",{'msg': 'Activate Odds-Package in User-Panel to retrieve odds.'},[]
"{'id': 2072, 'name': 'England', 'code': 'ENG', 'flag': 'https://crests.football-data.org/770.svg'}","{'id': 2021, 'name': 'Premier League', 'code': 'PL', 'type': 'LEAGUE', 'emblem': 'https://crests.football-data.org/PL.png'}","{'id': 1564, 'startDate': '2023-08-11', 'endDate': '2024-05-19', 'currentMatchday': 10, 'winner': None}",436059,2023-11-12T14:00:00Z,TIMED,12,REGULAR_SEASON,,2023-10-25T10:21:25Z,"{'id': 64, 'name': 'Liverpool FC', 'shortName': 'Liverpool', 'tla': 'LIV', 'crest': 'https://crests.football-data.org/64.png'}","{'id': 402, 'name': 'Brentford FC', 'shortName': 'Brentford', 'tla': 'BRE', 'crest': 'https://crests.football-data.org/402.png'}","{'winner': None, 'duration': 'REGULAR', 'fullTime': {'home': None, 'away': None}, 'halfTime': {'home': None, 'away': None}}",{'msg': 'Activate Odds-Package in User-Panel to retrieve odds.'},[]
"{'id': 2072, 'name': 'England', 'code': 'ENG', 'flag': 'https://crests.football-data.org/770.svg'}","{'id': 2021, 'name': 'Premier League', 'code': 'PL', 'type': 'LEAGUE', 'emblem': 'https://crests.football-data.org/PL.png'}","{'id': 1564, 'startDate': '2023-08-11', 'endDate': '2024-05-19', 'currentMatchday': 10, 'winner': None}",436068,2023-11-25T12:30:00Z,TIMED,13,REGULAR_SEASON,,2023-10-25T10:21:25Z,"{'id': 65, 'name': 'Manchester City FC', 'shortName': 'Man City', 'tla': 'MCI', 'crest': 'https://crests.football-data.org/65.png'}","{'id': 64, 'name': 'Liverpool FC', 'shortName': 'Liverpool', 'tla': 'LIV', 'crest': 'https://crests.football-data.org/64.png'}","{'winner': None, 'duration': 'REGULAR', 'fullTime': {'home': None, 'away': None}, 'halfTime': {'home': None, 'away': None}}",{'msg': 'Activate Odds-Package in User-Panel to retrieve odds.'},[]
"{'id': 2072, 'name': 'England', 'code': 'ENG', 'flag': 'https://crests.football-data.org/770.svg'}","{'id': 2021, 'name': 'Premier League', 'code': 'PL', 'type': 'LEAGUE', 'emblem': 'https://crests.football-data.org/PL.png'}","{'id': 1564, 'startDate': '2023-08-11', 'endDate': '2024-05-19', 'currentMatchday': 10, 'winner': None}",436078,2023-12-03T14:00:00Z,TIMED,14,REGULAR_SEASON,,2023-10-25T10:21:25Z,"{'id': 64, 'name': 'Liverpool FC', 'shortName': 'Liverpool', 'tla': 'LIV', 'crest': 'https://crests.football-data.org/64.png'}","{'id': 63, 'name': 'Fulham FC', 'shortName': 'Fulham', 'tla': 'FUL', 'crest': 'https://crests.football-data.org/63.svg'}","{'winner': None, 'duration': 'REGULAR', 'fullTime': {'home': None, 'away': None}, 'halfTime': {'home': None, 'away': None}}",{'msg': 'Activate Odds-Package in User-Panel to retrieve odds.'},[]
"{'id': 2072, 'name': 'England', 'code': 'ENG', 'flag': 'https://crests.football-data.org/770.svg'}","{'id': 2021, 'name': 'Premier League', 'code': 'PL', 'type': 'LEAGUE', 'emblem': 'https://crests.football-data.org/PL.png'}","{'id': 1564, 'startDate': '2023-08-11', 'endDate': '2024-05-19', 'currentMatchday': 10, 'winner': None}",436088,2023-12-05T19:45:00Z,TIMED,15,REGULAR_SEASON,,2023-10-25T10:21:25Z,"{'id': 356, 'name': 'Sheffield United FC', 'shortName': 'Sheffield Utd', 'tla': 'SHE', 'crest': 'https://crests.football-data.org/356.svg'}","{'id': 64, 'name': 'Liverpool FC', 'shortName': 'Liverpool', 'tla': 'LIV', 'crest': 'https://crests.football-data.org/64.png'}","{'winner': None, 'duration': 'REGULAR', 'fullTime': {'home': None, 'away': None}, 'halfTime': {'home': None, 'away': None}}",{'msg': 'Activate Odds-Package in User-Panel to retrieve odds.'},[]
"{'id': 2072, 'name': 'England', 'code': 'ENG', 'flag': 'https://crests.football-data.org/770.svg'}","{'id': 2021, 'name': 'Premier League', 'code': 'PL', 'type': 'LEAGUE', 'emblem': 'https://crests.football-data.org/PL.png'}","{'id': 1564, 'startDate': '2023-08-11', 'endDate': '2024-05-19', 'currentMatchday': 10, 'winner': None}",436095,2023-12-09T00:00:00Z,SCHEDULED,16,REGULAR_SEASON,,2023-10-25T10:21:25Z,"{'id': 354, 'name': 'Crystal Palace FC', 'shortName': 'Crystal Palace', 'tla': 'CRY', 'crest': 'https://crests.football-data.org/354.png'}","{'id': 64, 'name': 'Liverpool FC', 'shortName': 'Liverpool', 'tla': 'LIV', 'crest': 'https://crests.football-data.org/64.png'}","{'winner': None, 'duration': 'REGULAR', 'fullTime': {'home': None, 'away': None}, 'halfTime': {'home': None, 'away': None}}",{'msg': 'Activate Odds-Package in User-Panel to retrieve odds.'},[]
"{'id': 2072, 'name': 'England', 'code': 'ENG', 'flag': 'https://crests.football-data.org/770.svg'}","{'id': 2021, 'name': 'Premier League', 'code': 'PL', 'type': 'LEAGUE', 'emblem': 'https://crests.football-data.org/PL.png'}","{'id': 1564, 'startDate': '2023-08-11', 'endDate': '2024-05-19', 'currentMatchday': 10, 'winner': None}",436108,2023-12-16T00:00:00Z,SCHEDULED,17,REGULAR_SEASON,,2023-10-25T10:21:25Z,"{'id': 64, 'name': 'Liverpool FC', 'shortName': 'Liverpool', 'tla': 'LIV', 'crest': 'https://crests.football-data.org/64.png'}","{'id': 66, 'name': 'Manchester United FC', 'shortName': 'Man United', 'tla': 'MUN', 'crest': 'https://crests.football-data.org/66.png'}","{'winner': None, 'duration': 'REGULAR', 'fullTime': {'home': None, 'away': None}, 'halfTime': {'home': None, 'away': None}}",{'msg': 'Activate Odds-Package in User-Panel to retrieve odds.'},[]
"{'id': 2072, 'name': 'England', 'code': 'ENG', 'flag': 'https://crests.football-data.org/770.svg'}","{'id': 2021, 'name': 'Premier League', 'code': 'PL', 'type': 'LEAGUE', 'emblem': 'https://crests.football-data.org/PL.png'}","{'id': 1564, 'startDate': '2023-08-11', 'endDate': '2024-05-19', 'currentMatchday': 10, 'winner': None}",436116,2023-12-23T00:00:00Z,SCHEDULED,18,REGULAR_SEASON,,2023-10-25T10:21:25Z,"{'id': 64, 'name': 'Liverpool FC', 'shortName': 'Liverpool', 'tla': 'LIV', 'crest': 'https://crests.football-data.org/64.png'}","{'id': 57, 'name': 'Arsenal FC', 'shortName': 'Arsenal', 'tla': 'ARS', 'crest': 'https://crests.football-data.org/57.png'}","{'winner': None, 'duration': 'REGULAR', 'fullTime': {'home': None, 'away': None}, 'halfTime': {'home': None, 'away': None}}",{'msg': 'Activate Odds-Package in User-Panel to retrieve odds.'},[]
"{'id': 2072, 'name': 'England', 'code': 'ENG', 'flag': 'https://crests.football-data.org/770.svg'}","{'id': 2021, 'name': 'Premier League', 'code': 'PL', 'type': 'LEAGUE', 'emblem': 'https://crests.football-data.org/PL.png'}","{'id': 1564, 'startDate': '2023-08-11', 'endDate': '2024-05-19', 'currentMatchday': 10, 'winner': None}",436127,2023-12-26T00:00:00Z,SCHEDULED,19,REGULAR_SEASON,,2023-10-25T10:21:25Z,"{'id': 328, 'name': 'Burnley FC', 'shortName': 'Burnley', 'tla': 'BUR', 'crest': 'https://crests.football-data.org/328.png'}","{'id': 64, 'name': 'Liverpool FC', 'shortName': 'Liverpool', 'tla': 'LIV', 'crest': 'https://crests.football-data.org/64.png'}","{'winner': None, 'duration': 'REGULAR', 'fullTime': {'home': None, 'away': None}, 'halfTime': {'home': None, 'away': None}}",{'msg': 'Activate Odds-Package in User-Panel to retrieve odds.'},[]
"{'id': 2072, 'name': 'England', 'code': 'ENG', 'flag': 'https://crests.football-data.org/770.svg'}","{'id': 2021, 'name': 'Premier League', 'code': 'PL', 'type': 'LEAGUE', 'emblem': 'https://crests.football-data.org/PL.png'}","{'id': 1564, 'startDate': '2023-08-11', 'endDate': '2024-05-19', 'currentMatchday': 10, 'winner': None}",436136,2023-12-30T00:00:00Z,SCHEDULED,20,REGULAR_SEASON,,2023-10-25T10:21:25Z,"{'id': 64, 'name': 'Liverpool FC', 'shortName': 'Liverpool', 'tla': 'LIV', 'crest': 'https://crests.football-data.org/64.png'}","{'id': 67, 'name': 'Newcastle United FC', 'shortName': 'Newcastle', 'tla': 'NEW', 'crest': 'https://crests.football-data.org/67.png'}","{'winner': None, 'duration': 'REGULAR', 'fullTime': {'home': None, 'away': None}, 'halfTime': {'home': None, 'away': None}}",{'msg': 'Activate Odds-Package in User-Panel to retrieve odds.'},[]
"{'id': 2072, 'name': 'England', 'code': 'ENG', 'flag': 'https://crests.football-data.org/770.svg'}","{'id': 2021, 'name': 'Premier League', 'code': 'PL', 'type': 'LEAGUE', 'emblem': 'https://crests.football-data.org/PL.png'}","{'id': 1564, 'startDate': '2023-08-11', 'endDate': '2024-05-19', 'currentMatchday': 10, 'winner': None}",436143,2024-01-13T00:00:00Z,SCHEDULED,21,REGULAR_SEASON,,2023-10-25T10:21:25Z,"{'id': 1044, 'name': 'AFC Bournemouth', 'shortName': 'Bournemouth', 'tla': 'BOU', 'crest': 'https://crests.football-data.org/1044.png'}","{'id': 64, 'name': 'Liverpool FC', 'shortName': 'Liverpool', 'tla': 'LIV', 'crest': 'https://crests.football-data.org/64.png'}","{'winner': None, 'duration': 'REGULAR', 'fullTime': {'home': None, 'away': None}, 'halfTime': {'home': None, 'away': None}}",{'msg': 'Activate Odds-Package in User-Panel to retrieve odds.'},[]
"{'id': 2072, 'name': 'England', 'code': 'ENG', 'flag': 'https://crests.football-data.org/770.svg'}","{'id': 2021, 'name': 'Premier League', 'code': 'PL', 'type': 'LEAGUE', 'emblem': 'https://crests.football-data.org/PL.png'}","{'id': 1564, 'startDate': '2023-08-11', 'endDate': '2024-05-19', 'currentMatchday': 10, 'winner': None}",436162,2024-01-31T00:00:00Z,SCHEDULED,22,REGULAR_SEASON,,2023-10-25T10:21:25Z,"{'id': 64, 'name': 'Liverpool FC', 'shortName': 'Liverpool', 'tla': 'LIV', 'crest': 'https://crests.football-data.org/64.png'}","{'id': 61, 'name': 'Chelsea FC', 'shortName': 'Chelsea', 'tla': 'CHE', 'crest': 'https://crests.football-data.org/61.png'}","{'winner': None, 'duration': 'REGULAR', 'fullTime': {'home': None, 'away': None}, 'halfTime': {'home': None, 'away': None}}",{'msg': 'Activate Odds-Package in User-Panel to retrieve odds.'},[]
"{'id': 2072, 'name': 'England', 'code': 'ENG', 'flag': 'https://crests.football-data.org/770.svg'}","{'id': 2021, 'name': 'Premier League', 'code': 'PL', 'type': 'LEAGUE', 'emblem': 'https://crests.football-data.org/PL.png'}","{'id': 1564, 'startDate': '2023-08-11', 'endDate': '2024-05-19', 'currentMatchday': 10, 'winner': None}",436164,2024-02-03T00:00:00Z,SCHEDULED,23,REGULAR_SEASON,,2023-10-25T10:21:25Z,"{'id': 57, 'name': 'Arsenal FC', 'shortName': 'Arsenal', 'tla': 'ARS', 'crest': 'https://crests.football-data.org/57.png'}","{'id': 64, 'name': 'Liverpool FC', 'shortName': 'Liverpool', 'tla': 'LIV', 'crest': 'https://crests.football-data.org/64.png'}","{'winner': None, 'duration': 'REGULAR', 'fullTime': {'home': None, 'away': None}, 'halfTime': {'home': None, 'away': None}}",{'msg': 'Activate Odds-Package in User-Panel to retrieve odds.'},[]
"{'id': 2072, 'name': 'England', 'code': 'ENG', 'flag': 'https://crests.football-data.org/770.svg'}","{'id': 2021, 'name': 'Premier League', 'code': 'PL', 'type': 'LEAGUE', 'emblem': 'https://crests.football-data.org/PL.png'}","{'id': 1564, 'startDate': '2023-08-11', 'endDate': '2024-05-19', 'currentMatchday': 10, 'winner': None}",436176,2024-02-10T00:00:00Z,SCHEDULED,24,REGULAR_SEASON,,2023-10-25T10:21:25Z,"{'id': 64, 'name': 'Liverpool FC', 'shortName': 'Liverpool', 'tla': 'LIV', 'crest': 'https://crests.football-data.org/64.png'}","{'id': 328, 'name': 'Burnley FC', 'shortName': 'Burnley', 'tla': 'BUR', 'crest': 'https://crests.football-data.org/328.png'}","{'winner': None, 'duration': 'REGULAR', 'fullTime': {'home': None, 'away': None}, 'halfTime': {'home': None, 'away': None}}",{'msg': 'Activate Odds-Package in User-Panel to retrieve odds.'},[]
"{'id': 2072, 'name': 'England', 'code': 'ENG', 'flag': 'https://crests.football-data.org/770.svg'}","{'id': 2021, 'name': 'Premier League', 'code': 'PL', 'type': 'LEAGUE', 'emblem': 'https://crests.football-data.org/PL.png'}","{'id': 1564, 'startDate': '2023-08-11', 'endDate': '2024-05-19', 'currentMatchday': 10, 'winner': None}",436183,2024-02-17T00:00:00Z,SCHEDULED,25,REGULAR_SEASON,,2023-10-25T10:21:25Z,"{'id': 402, 'name': 'Brentford FC', 'shortName': 'Brentford', 'tla': 'BRE', 'crest': 'https://crests.football-data.org/402.png'}","{'id': 64, 'name': 'Liverpool FC', 'shortName': 'Liverpool', 'tla': 'LIV', 'crest': 'https://crests.football-data.org/64.png'}","{'winner': None, 'duration': 'REGULAR', 'fullTime': {'home': None, 'away': None}, 'halfTime': {'home': None, 'away': None}}",{'msg': 'Activate Odds-Package in User-Panel to retrieve odds.'},[]
"{'id': 2072, 'name': 'England', 'code': 'ENG', 'flag': 'https://crests.football-data.org/770.svg'}","{'id': 2021, 'name': 'Premier League', 'code': 'PL', 'type': 'LEAGUE', 'emblem': 'https://crests.football-data.org/PL.png'}","{'id': 1564, 'startDate': '2023-08-11', 'endDate': '2024-05-19', 'currentMatchday': 10, 'winner': None}",436199,2024-02-24T00:00:00Z,SCHEDULED,26,REGULAR_SEASON,,2023-10-25T10:21:25Z,"{'id': 64, 'name': 'Liverpool FC', 'shortName': 'Liverpool', 'tla': 'LIV', 'crest': 'https://crests.football-data.org/64.png'}","{'id': 389, 'name': 'Luton Town FC', 'shortName': 'Luton Town', 'tla': 'LUT', 'crest': 'https://crests.football-data.org/389.png'}","{'winner': None, 'duration': 'REGULAR', 'fullTime': {'home': None, 'away': None}, 'halfTime': {'home': None, 'away': None}}",{'msg': 'Activate Odds-Package in User-Panel to retrieve odds.'},[]
"{'id': 2072, 'name': 'England', 'code': 'ENG', 'flag': 'https://crests.football-data.org/770.svg'}","{'id': 2021, 'name': 'Premier League', 'code': 'PL', 'type': 'LEAGUE', 'emblem': 'https://crests.football-data.org/PL.png'}","{'id': 1564, 'startDate': '2023-08-11', 'endDate': '2024-05-19', 'currentMatchday': 10, 'winner': None}",436210,2024-03-02T00:00:00Z,SCHEDULED,27,REGULAR_SEASON,,2023-10-25T10:21:25Z,"{'id': 351, 'name': 'Nottingham Forest FC', 'shortName': 'Nottingham', 'tla': 'NOT', 'crest': 'https://crests.football-data.org/351.png'}","{'id': 64, 'name': 'Liverpool FC', 'shortName': 'Liverpool', 'tla': 'LIV', 'crest': 'https://crests.football-data.org/64.png'}","{'winner': None, 'duration': 'REGULAR', 'fullTime': {'home': None, 'away': None}, 'halfTime': {'home': None, 'away': None}}",{'msg': 'Activate Odds-Package in User-Panel to retrieve odds.'},[]
"{'id': 2072, 'name': 'England', 'code': 'ENG', 'flag': 'https://crests.football-data.org/770.svg'}","{'id': 2021, 'name': 'Premier League', 'code': 'PL', 'type': 'LEAGUE', 'emblem': 'https://crests.football-data.org/PL.png'}","{'id': 1564, 'startDate': '2023-08-11', 'endDate': '2024-05-19', 'currentMatchday': 10, 'winner': None}",436219,2024-03-09T00:00:00Z,SCHEDULED,28,REGULAR_SEASON,,2023-10-25T10:21:25Z,"{'id': 64, 'name': 'Liverpool FC', 'shortName': 'Liverpool', 'tla': 'LIV', 'crest': 'https://crests.football-data.org/64.png'}","{'id': 65, 'name': 'Manchester City FC', 'shortName': 'Man City', 'tla': 'MCI', 'crest': 'https://crests.football-data.org/65.png'}","{'winner': None, 'duration': 'REGULAR', 'fullTime': {'home': None, 'away': None}, 'halfTime': {'home': None, 'away': None}}",{'msg': 'Activate Odds-Package in User-Panel to retrieve odds.'},[]
