country,requirement
Morocco,visa-free/30 days
Myanmar [Burma],visa-free/30 days
Paraguay,visa-free/30 days
Philippines,visa-free/30 days
Taiwan,visa-free/30 days
Tajikistan,visa-free/30 days
Thailand,visa-free/30 days
United Arab Emirates,visa-free/30 days
Uzbekistan,visa-free/30 days
Vanuatu,visa-free/30 days
Viet Nam,visa-free/30 days
Georgia,visa-free/360 days
Kyrgyzstan,visa-free/60 days
Albania,visa-free/90 days
Andorra,visa-free/90 days
Argentina,visa-free/90 days
Austria,visa-free/90 days
Bahamas,visa-free/90 days
Belgium,visa-free/90 days
Bosnia and Herzegovina,visa-free/90 days
Botswana,visa-free/90 days
Bulgaria,visa-free/90 days
Colombia,visa-free/90 days
Costa Rica,visa-free/90 days
Cote d'Ivoire (Ivory Coast),visa-free/90 days
Croatia,visa-free/90 days
Cyprus,visa-free/90 days
Czech Republic,visa-free/90 days
Denmark,visa-free/90 days
Ecuador,visa-free/90 days
El Salvador,visa-free/90 days
Estonia,visa-free/90 days
Finland,visa-free/90 days
France,visa-free/90 days
Gambia,visa-free/90 days
Germany,visa-free/90 days
Ghana,visa-free/90 days
Greece,visa-free/90 days
Grenada,visa-free/90 days
Guatemala,visa-free/90 days
Haiti,visa-free/90 days
Honduras,visa-free/90 days
Hong Kong,visa-free/90 days
Hungary,visa-free/90 days
Iceland,visa-free/90 days
Ireland,visa-free/90 days
Israel,visa-free/90 days
Italy,visa-free/90 days
Japan,visa-free/90 days
Kenya,visa-free/90 days
Kosovo,visa-free/90 days
Latvia,visa-free/90 days
Lesotho,visa-free/90 days
Liechtenstein,visa-free/90 days
Luxembourg,visa-free/90 days
Malta,visa-free/90 days
Mauritius,visa-free/90 days
Moldova,visa-free/90 days
Monaco,visa-free/90 days
Montenegro,visa-free/90 days
Namibia,visa-free/90 days
Netherlands,visa-free/90 days
Nicaragua,visa-free/90 days
North Macedonia,visa-free/90 days
Norway,visa-free/90 days
Panama,visa-free/90 days
Poland,visa-free/90 days
Portugal,visa-free/90 days
Romania,visa-free/90 days
Saint Kitts and Nevis,visa-free/90 days
San Marino,visa-free/90 days
Senegal,visa-free/90 days
Serbia,visa-free/90 days
Slovakia,visa-free/90 days
Slovenia,visa-free/90 days
South Africa,visa-free/90 days
South Korea,visa-free/90 days
Spain,visa-free/90 days
St. Vincent and the Grenadines,visa-free/90 days
Suriname,visa-free/90 days
Sweden,visa-free/90 days
Switzerland,visa-free/90 days
Tanzania,visa-free/90 days
Tunisia,visa-free/90 days
Türkiye,visa-free/90 days
Uganda,visa-free/90 days
Uruguay,visa-free/90 days
Vatican City,visa-free/90 days
Zambia,visa-free/90 days
Zimbabwe,visa-free/90 days
